pillar,column,label,representation,n,r2_baseline,lift
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse,2369,0.1273463186110919,0.0030863533386753517
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_pca64,2369,0.1273463186110919,0.0016590552380543189
B,lq_emp_72,Accommodation & Food Services LQ,tier_conditional_inverse_l2,2369,0.1273463186110919,0.00913669990903554
B,lq_emp_72,Accommodation & Food Services LQ,typed_sections,2369,0.1273463186110919,0.025305423064226562
B,lq_emp_81,Other Services (except Public Administration) LQ,lead_only,2579,0.197496190083839,-3.77122005456032e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,lead_only_pca64,2579,0.197496190083839,5.901546524356149e-06
B,lq_emp_81,Other Services (except Public Administration) LQ,lead_only_l2,2579,0.197496190083839,-3.4341311690222476e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,uniform,2579,0.197496190083839,-3.5773768810365425e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,uniform_pca64,2579,0.197496190083839,2.572257334987338e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,uniform_l2,2579,0.197496190083839,-4.3695652760189496e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,tier_conditional,2579,0.197496190083839,-3.534837160512616e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,tier_conditional_pca64,2579,0.197496190083839,-2.053342028329741e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,tier_conditional_l2,2579,0.197496190083839,0.001021970361844593
B,lq_emp_81,Other Services (except Public Administration) LQ,tier_conditional_inverse,2579,0.197496190083839,-2.2206005562686038e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,tier_conditional_inverse_pca64,2579,0.197496190083839,1.8451672032293587e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,tier_conditional_inverse_l2,2579,0.197496190083839,-1.7985074928117406e-05
B,lq_emp_81,Other Services (except Public Administration) LQ,typed_sections,2579,0.197496190083839,5.966558791925536e-06
B,lq_emp_99,Unclassified LQ,lead_only,1075,0.4647821277214771,-1.0339478145104941e-05
B,lq_emp_99,Unclassified LQ,lead_only_pca64,1075,0.4647821277214771,2.032546585117867e-05
