pillar,column,label,representation,tier,n,r2_baseline,lift
B,lq_emp_51,Information LQ,lead_only,thin,753,-0.0616509101551177,-0.00307765080906508
B,lq_emp_51,Information LQ,lead_only,mid,487,-0.06656331565823481,0.000580527994135549
B,lq_emp_51,Information LQ,lead_only,rich,509,0.1636602393606732,0.004853724707328033
B,lq_emp_51,Information LQ,lead_only_pca64,stub,165,-0.1453953460358146,0.006897178835845841
B,lq_emp_51,Information LQ,lead_only_pca64,thin,753,-0.0616509101551177,0.0008651907003038861
B,lq_emp_51,Information LQ,lead_only_pca64,mid,487,-0.06656331565823481,-0.0006195046961448014
B,lq_emp_51,Information LQ,lead_only_pca64,rich,509,0.1636602393606732,0.006379073259304313
B,lq_emp_51,Information LQ,lead_only_l2,stub,165,-0.1453953460358146,0.017235716730986894
B,lq_emp_51,Information LQ,lead_only_l2,thin,753,-0.0616509101551177,-0.003105656425397507
B,lq_emp_51,Information LQ,lead_only_l2,mid,487,-0.06656331565823481,0.0007166501795814462
B,lq_emp_51,Information LQ,lead_only_l2,rich,509,0.1636602393606732,0.004423212066213766
B,lq_emp_51,Information LQ,uniform,stub,165,-0.1453953460358146,-0.01382658133071879
B,lq_emp_51,Information LQ,uniform,thin,753,-0.0616509101551177,0.006626744716835553
B,lq_emp_51,Information LQ,uniform,mid,487,-0.06656331565823481,-0.0033074057602369145
B,lq_emp_51,Information LQ,uniform,rich,509,0.1636602393606732,0.003930802441925452
B,lq_emp_51,Information LQ,uniform_pca64,stub,165,-0.1453953460358146,-0.015424867363000638
B,lq_emp_51,Information LQ,uniform_pca64,thin,753,-0.0616509101551177,0.006384406066171744
B,lq_emp_51,Information LQ,uniform_pca64,mid,487,-0.06656331565823481,7.880444864327707e-05
B,lq_emp_51,Information LQ,uniform_pca64,rich,509,0.1636602393606732,0.005996127427084663
B,lq_emp_51,Information LQ,uniform_l2,stub,165,-0.1453953460358146,-0.014834132453997784
B,lq_emp_51,Information LQ,uniform_l2,thin,753,-0.0616509101551177,0.00394608682645492
B,lq_emp_51,Information LQ,uniform_l2,mid,487,-0.06656331565823481,-0.005278053848859043
B,lq_emp_51,Information LQ,uniform_l2,rich,509,0.1636602393606732,0.004085224223164929
B,lq_emp_51,Information LQ,tier_conditional,stub,165,-0.1453953460358146,0.018478660943690883
B,lq_emp_51,Information LQ,tier_conditional,thin,753,-0.0616509101551177,-0.002335463412797445
B,lq_emp_51,Information LQ,tier_conditional,mid,487,-0.06656331565823481,-0.0075292905396118215
B,lq_emp_51,Information LQ,tier_conditional,rich,509,0.1636602393606732,0.006334349011782203
B,lq_emp_51,Information LQ,tier_conditional_pca64,stub,165,-0.1453953460358146,0.016007249299044624
B,lq_emp_51,Information LQ,tier_conditional_pca64,thin,753,-0.0616509101551177,0.0009360883846347701
B,lq_emp_51,Information LQ,tier_conditional_pca64,mid,487,-0.06656331565823481,-0.009072159817044456
B,lq_emp_51,Information LQ,tier_conditional_pca64,rich,509,0.1636602393606732,0.0077975765930364815
B,lq_emp_51,Information LQ,tier_conditional_l2,stub,165,-0.1453953460358146,0.004566360881526288
B,lq_emp_51,Information LQ,tier_conditional_l2,thin,753,-0.0616509101551177,0.0004441110835986528
B,lq_emp_51,Information LQ,tier_conditional_l2,mid,487,-0.06656331565823481,-0.0035478681639697918
B,lq_emp_51,Information LQ,tier_conditional_l2,rich,509,0.1636602393606732,0.005726333453859644
B,lq_emp_51,Information LQ,tier_conditional_inverse,stub,165,-0.1453953460358146,-0.0033904657381655934
B,lq_emp_51,Information LQ,tier_conditional_inverse,thin,753,-0.0616509101551177,0.0036115812136565673
B,lq_emp_51,Information LQ,tier_conditional_inverse,mid,487,-0.06656331565823481,0.0024813092811413195
B,lq_emp_51,Information LQ,tier_conditional_inverse,rich,509,0.1636602393606732,0.001912088216665997
B,lq_emp_51,Information LQ,tier_conditional_inverse_pca64,stub,165,-0.1453953460358146,0.004128554349600799
B,lq_emp_51,Information LQ,tier_conditional_inverse_pca64,thin,753,-0.0616509101551177,0.0022530631775228294
B,lq_emp_51,Information LQ,tier_conditional_inverse_pca64,mid,487,-0.06656331565823481,0.002246628566974218
B,lq_emp_51,Information LQ,tier_conditional_inverse_pca64,rich,509,0.1636602393606732,0.0029470025160387436
B,lq_emp_51,Information LQ,tier_conditional_inverse_l2,stub,165,-0.1453953460358146,-0.011719079348945671
B,lq_emp_51,Information LQ,tier_conditional_inverse_l2,thin,753,-0.0616509101551177,0.004787525705024942
B,lq_emp_51,Information LQ,tier_conditional_inverse_l2,mid,487,-0.06656331565823481,0.0017971266447036616
B,lq_emp_51,Information LQ,tier_conditional_inverse_l2,rich,509,0.1636602393606732,0.005550351794981978
B,lq_emp_51,Information LQ,drop_stub,stub,165,-0.1453953460358146,-0.03004581747254309
B,lq_emp_51,Information LQ,drop_stub,thin,753,-0.0616509101551177,0.003753388876660102
B,lq_emp_51,Information LQ,drop_stub,mid,487,-0.06656331565823481,0.0003722533810583961
B,lq_emp_51,Information LQ,drop_stub,rich,509,0.1636602393606732,0.005977265151443922
B,lq_emp_51,Information LQ,drop_stub_l2,stub,165,-0.1453953460358146,-0.030669874255373708
B,lq_emp_51,Information LQ,drop_stub_l2,thin,753,-0.0616509101551177,0.0017118884467277606
B,lq_emp_51,Information LQ,drop_stub_l2,mid,487,-0.06656331565823481,-0.0017994945152408626
B,lq_emp_51,Information LQ,drop_stub_l2,rich,509,0.1636602393606732,0.003838076767995191
B,lq_emp_51,Information LQ,drop_thin,stub,165,-0.1453953460358146,-0.0002532739281091434
B,lq_emp_51,Information LQ,drop_thin,thin,753,-0.0616509101551177,-0.0015077678140695827
B,lq_emp_51,Information LQ,drop_thin,mid,487,-0.06656331565823481,0.00038493921497417816
B,lq_emp_51,Information LQ,drop_thin,rich,509,0.1636602393606732,0.0019363358928493613
B,lq_emp_51,Information LQ,drop_thin_l2,stub,165,-0.1453953460358146,-0.0090035307330123
B,lq_emp_51,Information LQ,drop_thin_l2,thin,753,-0.0616509101551177,0.002702694065514377
B,lq_emp_51,Information LQ,drop_thin_l2,mid,487,-0.06656331565823481,-0.0001272341343236949
B,lq_emp_51,Information LQ,drop_thin_l2,rich,509,0.1636602393606732,0.0038902245980030337
B,lq_emp_51,Information LQ,drop_mid,stub,165,-0.1453953460358146,-0.009808196682865367
B,lq_emp_51,Information LQ,drop_mid,thin,753,-0.0616509101551177,0.007731417766744464
B,lq_emp_51,Information LQ,drop_mid,mid,487,-0.06656331565823481,-0.00826503512583443
B,lq_emp_51,Information LQ,drop_mid,rich,509,0.1636602393606732,0.0029263085590242044
B,lq_emp_51,Information LQ,drop_mid_l2,stub,165,-0.1453953460358146,-0.014262002449669797
B,lq_emp_51,Information LQ,drop_mid_l2,thin,753,-0.0616509101551177,0.00645925778919465
B,lq_emp_51,Information LQ,drop_mid_l2,mid,487,-0.06656331565823481,-0.00851863036961098
B,lq_emp_51,Information LQ,drop_mid_l2,rich,509,0.1636602393606732,0.003946515479364199
B,lq_emp_51,Information LQ,drop_rich,stub,165,-0.1453953460358146,0.002607940796930386
B,lq_emp_51,Information LQ,drop_rich,thin,753,-0.0616509101551177,0.002876781101397885
B,lq_emp_51,Information LQ,drop_rich,mid,487,-0.06656331565823481,-0.003118963923463225
B,lq_emp_51,Information LQ,drop_rich,rich,509,0.1636602393606732,0.009562995669798902
B,lq_emp_51,Information LQ,drop_rich_l2,stub,165,-0.1453953460358146,0.005337405459136857
B,lq_emp_51,Information LQ,drop_rich_l2,thin,753,-0.0616509101551177,0.0017772375629336867
B,lq_emp_51,Information LQ,drop_rich_l2,mid,487,-0.06656331565823481,-0.0009897917096741704
B,lq_emp_51,Information LQ,drop_rich_l2,rich,509,0.1636602393606732,0.0043175868301614795
B,lq_emp_51,Information LQ,typed_sections,stub,165,-0.1453953460358146,-4.546157098750392e-05
B,lq_emp_51,Information LQ,typed_sections,thin,753,-0.0616509101551177,0.009280516419179374
B,lq_emp_51,Information LQ,typed_sections,mid,487,-0.06656331565823481,0.002339241248878743
B,lq_emp_51,Information LQ,typed_sections,rich,509,0.1636602393606732,-0.0009211645852933437
B,lq_emp_52,Finance & Insurance LQ,lead_only,stub,221,0.0693892115141499,-0.005219625841435316
B,lq_emp_52,Finance & Insurance LQ,lead_only,thin,1056,0.10332073579635481,-0.006231189454248831
B,lq_emp_52,Finance & Insurance LQ,lead_only,mid,666,0.04272679289480785,-0.011261823124596448
B,lq_emp_52,Finance & Insurance LQ,lead_only,rich,695,0.17253583981049525,0.010762421114904663
B,lq_emp_52,Finance & Insurance LQ,lead_only_pca64,stub,221,0.0693892115141499,-0.010088950520153683
B,lq_emp_52,Finance & Insurance LQ,lead_only_pca64,thin,1056,0.10332073579635481,-0.007724002444374323
B,lq_emp_52,Finance & Insurance LQ,lead_only_pca64,mid,666,0.04272679289480785,0.0016153070029040206
B,lq_emp_52,Finance & Insurance LQ,lead_only_pca64,rich,695,0.17253583981049525,0.006489262520818606
B,lq_emp_52,Finance & Insurance LQ,lead_only_l2,stub,221,0.0693892115141499,-0.01117479677883726
B,lq_emp_52,Finance & Insurance LQ,lead_only_l2,thin,1056,0.10332073579635481,-0.0070416189825397435
B,lq_emp_52,Finance & Insurance LQ,lead_only_l2,mid,666,0.04272679289480785,-0.011760790646591635
B,lq_emp_52,Finance & Insurance LQ,lead_only_l2,rich,695,0.17253583981049525,0.013057355104918011
B,lq_emp_52,Finance & Insurance LQ,uniform,stub,221,0.0693892115141499,0.0029570383527207644
B,lq_emp_52,Finance & Insurance LQ,uniform,thin,1056,0.10332073579635481,-0.0008492280243550532
B,lq_emp_52,Finance & Insurance LQ,uniform,mid,666,0.04272679289480785,-0.0002408805939934089
B,lq_emp_52,Finance & Insurance LQ,uniform,rich,695,0.17253583981049525,0.005908817508542996
B,lq_emp_52,Finance & Insurance LQ,uniform_pca64,stub,221,0.0693892115141499,-0.0018634414079868877
B,lq_emp_52,Finance & Insurance LQ,uniform_pca64,thin,1056,0.10332073579635481,-0.0022279616963973847
B,lq_emp_52,Finance & Insurance LQ,uniform_pca64,mid,666,0.04272679289480785,-0.0019321409880003193
B,lq_emp_52,Finance & Insurance LQ,uniform_pca64,rich,695,0.17253583981049525,0.0037789597562595256
B,lq_emp_52,Finance & Insurance LQ,uniform_l2,stub,221,0.0693892115141499,0.0035564932209795064
B,lq_emp_52,Finance & Insurance LQ,uniform_l2,thin,1056,0.10332073579635481,-0.001282641812995089
B,lq_emp_52,Finance & Insurance LQ,uniform_l2,mid,666,0.04272679289480785,0.0006399037258103535
B,lq_emp_52,Finance & Insurance LQ,uniform_l2,rich,695,0.17253583981049525,0.001930831071739858
B,lq_emp_52,Finance & Insurance LQ,tier_conditional,stub,221,0.0693892115141499,0.00013615254486543105
B,lq_emp_52,Finance & Insurance LQ,tier_conditional,thin,1056,0.10332073579635481,0.001713194003973073
B,lq_emp_52,Finance & Insurance LQ,tier_conditional,mid,666,0.04272679289480785,-0.014235580611076881
B,lq_emp_52,Finance & Insurance LQ,tier_conditional,rich,695,0.17253583981049525,0.00956463015998077
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_pca64,stub,221,0.0693892115141499,-0.001130489799619272
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_pca64,thin,1056,0.10332073579635481,0.001713394946588731
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_pca64,mid,666,0.04272679289480785,-0.012107337431750187
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_pca64,rich,695,0.17253583981049525,0.008283733091809076
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_l2,stub,221,0.0693892115141499,-0.0030844047775543393
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_l2,thin,1056,0.10332073579635481,0.003491181878179428
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_l2,mid,666,0.04272679289480785,-0.010821459039358938
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_l2,rich,695,0.17253583981049525,0.015141430793597088
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse,stub,221,0.0693892115141499,-0.002615556930421814
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse,thin,1056,0.10332073579635481,-0.0003817360152377214
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse,mid,666,0.04272679289480785,0.0008670211639437708
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse,rich,695,0.17253583981049525,0.0018586825231036164
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse_pca64,stub,221,0.0693892115141499,-0.003741491973106581
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse_pca64,thin,1056,0.10332073579635481,-0.0012383265866797721
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse_pca64,mid,666,0.04272679289480785,0.0010873593464131304
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse_pca64,rich,695,0.17253583981049525,0.0014100958293572496
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse_l2,stub,221,0.0693892115141499,-0.0023798075121969076
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse_l2,thin,1056,0.10332073579635481,-0.00020393041940058865
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse_l2,mid,666,0.04272679289480785,0.0016814739062546158
B,lq_emp_52,Finance & Insurance LQ,tier_conditional_inverse_l2,rich,695,0.17253583981049525,0.0031884207972918688
B,lq_emp_52,Finance & Insurance LQ,drop_stub,stub,221,0.0693892115141499,0.010287797302467094
B,lq_emp_52,Finance & Insurance LQ,drop_stub,thin,1056,0.10332073579635481,0.0006118615561946372
B,lq_emp_52,Finance & Insurance LQ,drop_stub,mid,666,0.04272679289480785,0.0005849625164039418
B,lq_emp_52,Finance & Insurance LQ,drop_stub,rich,695,0.17253583981049525,0.004582755210900569
B,lq_emp_52,Finance & Insurance LQ,drop_stub_l2,stub,221,0.0693892115141499,0.00752351022988762
B,lq_emp_52,Finance & Insurance LQ,drop_stub_l2,thin,1056,0.10332073579635481,0.0003840758162427793
B,lq_emp_52,Finance & Insurance LQ,drop_stub_l2,mid,666,0.04272679289480785,0.0002809268733671155
B,lq_emp_52,Finance & Insurance LQ,drop_stub_l2,rich,695,0.17253583981049525,0.0024913644234551002
B,lq_emp_52,Finance & Insurance LQ,drop_thin,stub,221,0.0693892115141499,0.006124779089740406
B,lq_emp_52,Finance & Insurance LQ,drop_thin,thin,1056,0.10332073579635481,-0.004015502972310125
B,lq_emp_52,Finance & Insurance LQ,drop_thin,mid,666,0.04272679289480785,0.003577151194094963
B,lq_emp_52,Finance & Insurance LQ,drop_thin,rich,695,0.17253583981049525,0.00012160542772055027
B,lq_emp_52,Finance & Insurance LQ,drop_thin_l2,stub,221,0.0693892115141499,0.007193021139135558
B,lq_emp_52,Finance & Insurance LQ,drop_thin_l2,thin,1056,0.10332073579635481,-0.0019360115028767
B,lq_emp_52,Finance & Insurance LQ,drop_thin_l2,mid,666,0.04272679289480785,0.002985640383783794
B,lq_emp_52,Finance & Insurance LQ,drop_thin_l2,rich,695,0.17253583981049525,0.0033438981723439287
B,lq_emp_52,Finance & Insurance LQ,drop_mid,stub,221,0.0693892115141499,-0.009785984232055234
B,lq_emp_52,Finance & Insurance LQ,drop_mid,thin,1056,0.10332073579635481,-0.0008171063729062178
B,lq_emp_52,Finance & Insurance LQ,drop_mid,mid,666,0.04272679289480785,-0.012086517501978755
B,lq_emp_52,Finance & Insurance LQ,drop_mid,rich,695,0.17253583981049525,0.0018183349598077658
B,lq_emp_52,Finance & Insurance LQ,drop_mid_l2,stub,221,0.0693892115141499,-0.005725949491183324
B,lq_emp_52,Finance & Insurance LQ,drop_mid_l2,thin,1056,0.10332073579635481,-0.002221849647417118
B,lq_emp_52,Finance & Insurance LQ,drop_mid_l2,mid,666,0.04272679289480785,-0.009446182804325631
B,lq_emp_52,Finance & Insurance LQ,drop_mid_l2,rich,695,0.17253583981049525,0.004070481329326192
B,lq_emp_52,Finance & Insurance LQ,drop_rich,stub,221,0.0693892115141499,0.0006891710475175339
B,lq_emp_52,Finance & Insurance LQ,drop_rich,thin,1056,0.10332073579635481,0.003161975899309666
B,lq_emp_52,Finance & Insurance LQ,drop_rich,mid,666,0.04272679289480785,0.008104687242659558
B,lq_emp_52,Finance & Insurance LQ,drop_rich,rich,695,0.17253583981049525,0.017796842215770825
B,lq_emp_52,Finance & Insurance LQ,drop_rich_l2,stub,221,0.0693892115141499,-0.0011268771887570361
B,lq_emp_52,Finance & Insurance LQ,drop_rich_l2,thin,1056,0.10332073579635481,0.003195541454333539
B,lq_emp_52,Finance & Insurance LQ,drop_rich_l2,mid,666,0.04272679289480785,0.008694151262497507
B,lq_emp_52,Finance & Insurance LQ,drop_rich_l2,rich,695,0.17253583981049525,0.017694469888254516
B,lq_emp_52,Finance & Insurance LQ,typed_sections,stub,221,0.0693892115141499,-0.0053457648817252235
B,lq_emp_52,Finance & Insurance LQ,typed_sections,thin,1056,0.10332073579635481,0.008195489383689303
B,lq_emp_52,Finance & Insurance LQ,typed_sections,mid,666,0.04272679289480785,0.008350332129968274
B,lq_emp_52,Finance & Insurance LQ,typed_sections,rich,695,0.17253583981049525,-3.173772922449025e-05
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only,stub,199,-0.033525517812667216,0.005781483107983432
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only,thin,972,0.20499787894776822,0.001592797280802083
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only,mid,623,0.24791965249417203,-0.000507272674159398
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only,rich,659,0.2867479042019613,0.004634073081674739
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only_pca64,stub,199,-0.033525517812667216,-0.0016646009962359987
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only_pca64,thin,972,0.20499787894776822,-0.0010802609980491429
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only_pca64,mid,623,0.24791965249417203,0.0016430639792782697
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only_pca64,rich,659,0.2867479042019613,0.001490784269884693
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only_l2,stub,199,-0.033525517812667216,0.005780612088976511
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only_l2,thin,972,0.20499787894776822,0.0015607851649913629
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only_l2,mid,623,0.24791965249417203,-0.0004371412355745896
B,lq_emp_53,Real Estate & Rental & Leasing LQ,lead_only_l2,rich,659,0.2867479042019613,0.0054132753557265545
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform,stub,199,-0.033525517812667216,0.0037645877664234106
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform,thin,972,0.20499787894776822,0.008424500757050923
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform,mid,623,0.24791965249417203,0.012838984364812123
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform,rich,659,0.2867479042019613,0.0035591910145575945
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform_pca64,stub,199,-0.033525517812667216,0.0029257997686473747
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform_pca64,thin,972,0.20499787894776822,0.0064789568661810515
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform_pca64,mid,623,0.24791965249417203,0.012738544751431768
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform_pca64,rich,659,0.2867479042019613,0.006808724078376072
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform_l2,stub,199,-0.033525517812667216,-0.004182151761748409
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform_l2,thin,972,0.20499787894776822,0.00532079928078133
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform_l2,mid,623,0.24791965249417203,0.009815091317589841
B,lq_emp_53,Real Estate & Rental & Leasing LQ,uniform_l2,rich,659,0.2867479042019613,0.004404492640133428
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional,stub,199,-0.033525517812667216,0.012915586203944729
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional,thin,972,0.20499787894776822,0.002057132890413982
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional,mid,623,0.24791965249417203,0.0014386100539901525
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional,rich,659,0.2867479042019613,-0.0005654092492941576
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_pca64,stub,199,-0.033525517812667216,0.0043138201025210154
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_pca64,thin,972,0.20499787894776822,0.000363289830666913
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_pca64,mid,623,0.24791965249417203,0.0016173355477541174
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_pca64,rich,659,0.2867479042019613,0.00209132982078708
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_l2,stub,199,-0.033525517812667216,0.016411775366330206
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_l2,thin,972,0.20499787894776822,0.002018690028093517
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_l2,mid,623,0.24791965249417203,0.00022255388667069553
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_l2,rich,659,0.2867479042019613,0.0007625244541110687
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse,stub,199,-0.033525517812667216,-0.002044791526659928
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse,thin,972,0.20499787894776822,0.0015721990634338656
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse,mid,623,0.24791965249417203,-0.004833118448408058
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse,rich,659,0.2867479042019613,0.002744459071296501
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse_pca64,stub,199,-0.033525517812667216,-0.0040122375746853844
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse_pca64,thin,972,0.20499787894776822,-0.0008257741706352295
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse_pca64,mid,623,0.24791965249417203,-0.002252619296596481
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse_pca64,rich,659,0.2867479042019613,0.0032377880190286312
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse_l2,stub,199,-0.033525517812667216,-0.007694138407285056
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse_l2,thin,972,0.20499787894776822,-0.0005072177240835751
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse_l2,mid,623,0.24791965249417203,-0.002509105652442778
B,lq_emp_53,Real Estate & Rental & Leasing LQ,tier_conditional_inverse_l2,rich,659,0.2867479042019613,0.0002487065965338653
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_stub,stub,199,-0.033525517812667216,0.00942305772487484
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_stub,thin,972,0.20499787894776822,0.008066763325695003
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_stub,mid,623,0.24791965249417203,0.009156786762386515
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_stub,rich,659,0.2867479042019613,0.00501350608683826
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_stub_l2,stub,199,-0.033525517812667216,0.02883768969874545
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_stub_l2,thin,972,0.20499787894776822,0.008291131780448713
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_stub_l2,mid,623,0.24791965249417203,0.011501747577846722
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_stub_l2,rich,659,0.2867479042019613,0.005354807704537445
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_thin,stub,199,-0.033525517812667216,-0.010612253098282842
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_thin,thin,972,0.20499787894776822,-0.0035713338711482745
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_thin,mid,623,0.24791965249417203,0.0026901282571736296
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_thin,rich,659,0.2867479042019613,0.0011852828043442676
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_thin_l2,stub,199,-0.033525517812667216,-0.007375544889234087
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_thin_l2,thin,972,0.20499787894776822,-0.003475412747904305
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_thin_l2,mid,623,0.24791965249417203,0.003864784033348556
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_thin_l2,rich,659,0.2867479042019613,0.0010510716742485604
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_mid,stub,199,-0.033525517812667216,0.007275555154501179
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_mid,thin,972,0.20499787894776822,0.003906804822856658
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_mid,mid,623,0.24791965249417203,0.011352049373291484
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_mid,rich,659,0.2867479042019613,0.003635280875021407
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_mid_l2,stub,199,-0.033525517812667216,0.005649965529561429
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_mid_l2,thin,972,0.20499787894776822,0.0033702139588196456
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_mid_l2,mid,623,0.24791965249417203,0.007366380383319382
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_mid_l2,rich,659,0.2867479042019613,0.0036846740326272887
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_rich,stub,199,-0.033525517812667216,0.006138399583493603
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_rich,thin,972,0.20499787894776822,0.008753909634740986
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_rich,mid,623,0.24791965249417203,0.003907407857852818
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_rich,rich,659,0.2867479042019613,0.0022910532371542836
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_rich_l2,stub,199,-0.033525517812667216,0.008524040865468319
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_rich_l2,thin,972,0.20499787894776822,0.00847441305485419
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_rich_l2,mid,623,0.24791965249417203,0.004005502146042894
B,lq_emp_53,Real Estate & Rental & Leasing LQ,drop_rich_l2,rich,659,0.2867479042019613,0.004546144428536625
B,lq_emp_53,Real Estate & Rental & Leasing LQ,typed_sections,stub,199,-0.033525517812667216,0.007321231552875451
B,lq_emp_53,Real Estate & Rental & Leasing LQ,typed_sections,thin,972,0.20499787894776822,0.0005802495347810854
B,lq_emp_53,Real Estate & Rental & Leasing LQ,typed_sections,mid,623,0.24791965249417203,-0.0008736617677989056
B,lq_emp_53,Real Estate & Rental & Leasing LQ,typed_sections,rich,659,0.2867479042019613,0.008051170438877708
B,lq_emp_54,"Professional, Scientific & Technical Services LQ",lead_only,stub,186,0.004342691395660125,-0.0019400336374594263
B,lq_emp_54,"Professional, Scientific & Technical Services LQ",lead_only,thin,901,0.13232144249284317,0.0022881687538933715
B,lq_emp_54,"Professional, Scientific & Technical Services LQ",lead_only,mid,575,0.1408931982639242,0.0014820016598040553
B,lq_emp_54,"Professional, Scientific & Technical Services LQ",lead_only,rich,606,0.43998934438181037,0.016017884324818543
