target,label,representation,n,n_columns,r2_reduced,r2_reduced_geo,r2_full,contribution,contribution_geo,reduced_r2_negative,excluded
children_female_householder_share,"own children under 18 with a female householder, no spouse present",minilm_uniform_l2,3141,384,0.4103041062800874,0.40733526045511137,0.39940273482016886,-0.01090137145991854,-0.007932525634942511,False,False
children_female_householder_share,"own children under 18 with a female householder, no spouse present",minilm_uniform_pca29,3141,29,0.4103041062800874,0.40733526045511137,0.4193152893110915,0.009011183031004122,0.011980028855980152,False,False
children_female_householder_share,"own children under 18 with a female householder, no spouse present",minilm_uniform_pca64,3141,64,0.4103041062800874,0.40733526045511137,0.41434705988074316,0.004042953600655763,0.007011799425631793,False,False
children_female_householder_share,"own children under 18 with a female householder, no spouse present",minilm_uniform_ccr_pca29,3141,29,0.4103041062800874,0.40733526045511137,0.41885070889027565,0.008546602610188248,0.011515448435164277,False,False
children_female_householder_share,"own children under 18 with a female householder, no spouse present",minilm_prose_plus_history_ccr_pca29,3141,29,0.4103041062800874,0.40733526045511137,0.4315832705764435,0.021279164296356123,0.024248010121332153,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",typed,3141,29,0.017621270828761526,0.02940822341450655,0.013808782947819065,-0.003812487880942461,-0.015599440466687486,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",typed_transformed,3141,37,0.017621270828761526,0.02940822341450655,0.013046712950392059,-0.004574557878369467,-0.016361510464114493,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",latlong_only,3141,2,0.017621270828761526,0.02940822341450655,0.02940822341450655,0.011786952585745025,0.0,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",minilm_uniform,3141,384,0.017621270828761526,0.02940822341450655,-0.011542311158065033,-0.02916358198682656,-0.040950534572571584,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",minilm_uniform_l2,3141,384,0.017621270828761526,0.02940822341450655,-0.005960173013044745,-0.02358144384180627,-0.035368396427551296,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",minilm_uniform_pca29,3141,29,0.017621270828761526,0.02940822341450655,0.013453597984949384,-0.004167672843812142,-0.015954625429557168,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",minilm_uniform_pca64,3141,64,0.017621270828761526,0.02940822341450655,0.008006211388995599,-0.009615059439765927,-0.021402012025510952,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",minilm_uniform_ccr_pca29,3141,29,0.017621270828761526,0.02940822341450655,0.019693376539976493,0.0020721057112149666,-0.009714846874530059,False,False
children_male_householder_share,"own children under 18 with a male householder, no spouse present",minilm_prose_plus_history_ccr_pca29,3141,29,0.017621270828761526,0.02940822341450655,0.02112903733094318,0.003507766502181653,-0.008279186083563372,False,False
household_earnings_share,households with earnings,typed,3144,29,0.5346014989916805,0.5413731240582056,0.5436364166165262,0.00903491762484565,0.0022632925583205843,False,False
household_earnings_share,households with earnings,typed_transformed,3144,37,0.5346014989916805,0.5413731240582056,0.5426167607416335,0.008015261749952929,0.0012436366834278623,False,False
household_earnings_share,households with earnings,latlong_only,3144,2,0.5346014989916805,0.5413731240582056,0.5413731240582056,0.006771625066525067,0.0,False,False
household_earnings_share,households with earnings,minilm_uniform,3144,384,0.5346014989916805,0.5413731240582056,0.5271873087945342,-0.0074141901971462865,-0.014185815263671353,False,False
household_earnings_share,households with earnings,minilm_uniform_l2,3144,384,0.5346014989916805,0.5413731240582056,0.5277310882559785,-0.006870410735702048,-0.013642035802227115,False,False
household_earnings_share,households with earnings,minilm_uniform_pca29,3144,29,0.5346014989916805,0.5413731240582056,0.5420979228592098,0.007496423867529245,0.0007247988010041784,False,False
household_earnings_share,households with earnings,minilm_uniform_pca64,3144,64,0.5346014989916805,0.5413731240582056,0.5340618712128696,-0.0005396277788108916,-0.007311252845335958,False,False
household_earnings_share,households with earnings,minilm_uniform_ccr_pca29,3144,29,0.5346014989916805,0.5413731240582056,0.5395581907042499,0.0049566917125694054,-0.0018149333539556611,False,False
household_earnings_share,households with earnings,minilm_prose_plus_history_ccr_pca29,3144,29,0.5346014989916805,0.5413731240582056,0.5376639316891587,0.00306243269747819,-0.0037091923690468764,False,False
household_ss_income_share,households with Social Security income,typed,3144,29,0.4719093968694307,0.48881999846414503,0.46981073968979703,-0.002098657179633645,-0.019009258774348003,False,False
household_ss_income_share,households with Social Security income,typed_transformed,3144,37,0.4719093968694307,0.48881999846414503,0.46949225490455226,-0.002417141964878411,-0.01932774355959277,False,False
household_ss_income_share,households with Social Security income,latlong_only,3144,2,0.4719093968694307,0.48881999846414503,0.48881999846414503,0.01691060159471436,0.0,False,False
household_ss_income_share,households with Social Security income,minilm_uniform,3144,384,0.4719093968694307,0.48881999846414503,0.44932510357958244,-0.022584293289848234,-0.03949489488456259,False,False
household_ss_income_share,households with Social Security income,minilm_uniform_l2,3144,384,0.4719093968694307,0.48881999846414503,0.4566461778433397,-0.015263219026090957,-0.032173820620805316,False,False
household_ss_income_share,households with Social Security income,minilm_uniform_pca29,3144,29,0.4719093968694307,0.48881999846414503,0.477683289724275,0.005773892854844309,-0.01113670873987005,False,False
household_ss_income_share,households with Social Security income,minilm_uniform_pca64,3144,64,0.4719093968694307,0.48881999846414503,0.4793956366450637,0.007486239775633008,-0.00942436181908135,False,False
household_ss_income_share,households with Social Security income,minilm_uniform_ccr_pca29,3144,29,0.4719093968694307,0.48881999846414503,0.4837802668208905,0.011870869951459806,-0.0050397316432545525,False,False
household_ss_income_share,households with Social Security income,minilm_prose_plus_history_ccr_pca29,3144,29,0.4719093968694307,0.48881999846414503,0.48507721149790095,0.013167814628470276,-0.0037427869662440827,False,False
mortgaged_share,owner-occupied units with a mortgage,typed,3143,29,0.6916158297594068,0.696988412665007,0.686307748390381,-0.00530808136902583,-0.010680664274625995,False,False
mortgaged_share,owner-occupied units with a mortgage,typed_transformed,3143,37,0.6916158297594068,0.696988412665007,0.6852422244591863,-0.006373605300220575,-0.01174618820582074,False,False
mortgaged_share,owner-occupied units with a mortgage,latlong_only,3143,2,0.6916158297594068,0.696988412665007,0.696988412665007,0.005372582905600165,0.0,False,False
mortgaged_share,owner-occupied units with a mortgage,minilm_uniform,3143,384,0.6916158297594068,0.696988412665007,0.6696976089720137,-0.02191822078739314,-0.027290803692993304,False,False
mortgaged_share,owner-occupied units with a mortgage,minilm_uniform_l2,3143,384,0.6916158297594068,0.696988412665007,0.6726578883132192,-0.018957941446187676,-0.02433052435178784,False,False
mortgaged_share,owner-occupied units with a mortgage,minilm_uniform_pca29,3143,29,0.6916158297594068,0.696988412665007,0.6856486688082666,-0.005967160951140249,-0.011339743856740414,False,False
mortgaged_share,owner-occupied units with a mortgage,minilm_uniform_pca64,3143,64,0.6916158297594068,0.696988412665007,0.6800072151001427,-0.011608614659264105,-0.01698119756486427,False,False
mortgaged_share,owner-occupied units with a mortgage,minilm_uniform_ccr_pca29,3143,29,0.6916158297594068,0.696988412665007,0.681704077800551,-0.009911751958855852,-0.015284334864456017,False,False
mortgaged_share,owner-occupied units with a mortgage,minilm_prose_plus_history_ccr_pca29,3143,29,0.6916158297594068,0.696988412665007,0.6944340187459687,0.0028181889865618315,-0.0025543939190383336,False,False
computer_ownership_share,households with a computer,typed,3144,29,0.4827275462860986,0.4921039253793401,0.48320956321186703,0.0004820169257684359,-0.00889436216747308,False,False
computer_ownership_share,households with a computer,typed_transformed,3144,37,0.4827275462860986,0.4921039253793401,0.48346808306940126,0.0007405367833026588,-0.008635842309938857,False,False
computer_ownership_share,households with a computer,latlong_only,3144,2,0.4827275462860986,0.4921039253793401,0.4921039253793401,0.009376379093241516,0.0,False,False
computer_ownership_share,households with a computer,minilm_uniform,3144,384,0.4827275462860986,0.4921039253793401,0.46636231295139063,-0.016365233334707963,-0.02574161242794948,False,False
computer_ownership_share,households with a computer,minilm_uniform_l2,3144,384,0.4827275462860986,0.4921039253793401,0.47053499527150877,-0.012192551014589825,-0.02156893010783134,False,False
computer_ownership_share,households with a computer,minilm_uniform_pca29,3144,29,0.4827275462860986,0.4921039253793401,0.4878239758196655,0.005096429533566926,-0.0042799495596745896,False,False
computer_ownership_share,households with a computer,minilm_uniform_pca64,3144,64,0.4827275462860986,0.4921039253793401,0.4802785307049764,-0.0024490155811222047,-0.01182539467436372,False,False
computer_ownership_share,households with a computer,minilm_uniform_ccr_pca29,3144,29,0.4827275462860986,0.4921039253793401,0.49004288527238815,0.007315338986289555,-0.0020610401069519613,False,False
computer_ownership_share,households with a computer,minilm_prose_plus_history_ccr_pca29,3144,29,0.4827275462860986,0.4921039253793401,0.4907392594508917,0.0080117131647931,-0.0013646659284484164,False,False
