target,label,representation,n,n_columns,r2_reduced,r2_reduced_geo,r2_full,contribution,contribution_geo,reduced_r2_negative,excluded
labor_force_participation,labour force participation rate,minilm_uniform_l2,3144,384,0.6131169607678233,0.6527764080477247,0.5942113912050493,-0.018905569562774005,-0.058565016842675455,False,False
labor_force_participation,labour force participation rate,minilm_uniform_pca29,3144,29,0.6131169607678233,0.6527764080477247,0.6221530712986507,0.009036110530827424,-0.030623336749074026,False,False
labor_force_participation,labour force participation rate,minilm_uniform_pca64,3144,64,0.6131169607678233,0.6527764080477247,0.6235854990653147,0.010468538297491392,-0.029190908982410058,False,False
labor_force_participation,labour force participation rate,minilm_uniform_ccr_pca29,3144,29,0.6131169607678233,0.6527764080477247,0.6256192492259322,0.012502288458108857,-0.027157158821792593,False,False
labor_force_participation,labour force participation rate,minilm_prose_plus_history_ccr_pca29,3144,29,0.6131169607678233,0.6527764080477247,0.6206443689105253,0.00752740814270203,-0.03213203913719942,False,False
housing_vacancy_rate,housing vacancy rate,typed,3144,29,0.60725967693801,0.5982734667291194,0.5998908112933756,-0.007368865644634348,0.0016173445642562179,False,False
housing_vacancy_rate,housing vacancy rate,typed_transformed,3144,37,0.60725967693801,0.5982734667291194,0.6019972780575569,-0.005262398880453101,0.003723811328437465,False,False
housing_vacancy_rate,housing vacancy rate,latlong_only,3144,2,0.60725967693801,0.5982734667291194,0.5982734667291194,-0.008986210208890566,0.0,False,False
housing_vacancy_rate,housing vacancy rate,minilm_uniform,3144,384,0.60725967693801,0.5982734667291194,0.6025270946290622,-0.004732582308947797,0.004253627899942769,False,False
housing_vacancy_rate,housing vacancy rate,minilm_uniform_l2,3144,384,0.60725967693801,0.5982734667291194,0.6070172901730135,-0.0002423867649964384,0.008743823443894128,False,False
housing_vacancy_rate,housing vacancy rate,minilm_uniform_pca29,3144,29,0.60725967693801,0.5982734667291194,0.6037387121458009,-0.0035209647922090914,0.0054652454166814746,False,False
housing_vacancy_rate,housing vacancy rate,minilm_uniform_pca64,3144,64,0.60725967693801,0.5982734667291194,0.6032496247960843,-0.004010052141925624,0.004976158066964942,False,False
housing_vacancy_rate,housing vacancy rate,minilm_uniform_ccr_pca29,3144,29,0.60725967693801,0.5982734667291194,0.601987034294473,-0.0052726426435369955,0.0037135675653535705,False,False
housing_vacancy_rate,housing vacancy rate,minilm_prose_plus_history_ccr_pca29,3144,29,0.60725967693801,0.5982734667291194,0.6088976289134245,0.0016379519754144978,0.010624162184305064,False,False
electric_heating_share,occupied units heated by electricity,typed,3144,29,0.276632915282784,0.4169711669814853,0.2695183190467916,-0.007114596235992421,-0.1474528479346937,False,False
electric_heating_share,occupied units heated by electricity,typed_transformed,3144,37,0.276632915282784,0.4169711669814853,0.2651594132349906,-0.011473502047793405,-0.1518117537464947,False,False
electric_heating_share,occupied units heated by electricity,latlong_only,3144,2,0.276632915282784,0.4169711669814853,0.4169711669814853,0.1403382516987013,0.0,False,False
electric_heating_share,occupied units heated by electricity,minilm_uniform,3144,384,0.276632915282784,0.4169711669814853,0.3794417674496905,0.1028088521669065,-0.037529399531794794,False,False
electric_heating_share,occupied units heated by electricity,minilm_uniform_l2,3144,384,0.276632915282784,0.4169711669814853,0.3891196094130034,0.11248669413021939,-0.0278515575684819,False,False
electric_heating_share,occupied units heated by electricity,minilm_uniform_pca29,3144,29,0.276632915282784,0.4169711669814853,0.37857903608427024,0.10194612080148624,-0.03839213089721505,False,False
electric_heating_share,occupied units heated by electricity,minilm_uniform_pca64,3144,64,0.276632915282784,0.4169711669814853,0.37260073577024533,0.09596782048746133,-0.04437043121123996,False,False
electric_heating_share,occupied units heated by electricity,minilm_uniform_ccr_pca29,3144,29,0.276632915282784,0.4169711669814853,0.3997007809475428,0.1230678656647588,-0.017270386033942486,False,False
electric_heating_share,occupied units heated by electricity,minilm_prose_plus_history_ccr_pca29,3144,29,0.276632915282784,0.4169711669814853,0.4019302600426724,0.1252973447598884,-0.015040906938812881,False,False
gas_heating_share,occupied units heated by utility gas,typed,3144,29,0.27455422824884457,0.2543530303907152,0.2684448748707895,-0.006109353378055071,0.014091844480074278,False,False
gas_heating_share,occupied units heated by utility gas,typed_transformed,3144,37,0.27455422824884457,0.2543530303907152,0.2681426786040261,-0.006411549644818493,0.013789648213310857,False,False
gas_heating_share,occupied units heated by utility gas,latlong_only,3144,2,0.27455422824884457,0.2543530303907152,0.2543530303907152,-0.02020119785812935,0.0,False,False
gas_heating_share,occupied units heated by utility gas,minilm_uniform,3144,384,0.27455422824884457,0.2543530303907152,0.32553818328050377,0.0509839550316592,0.07118515288978855,False,False
gas_heating_share,occupied units heated by utility gas,minilm_uniform_l2,3144,384,0.27455422824884457,0.2543530303907152,0.3384675885260999,0.06391336027725536,0.08411455813538471,False,False
gas_heating_share,occupied units heated by utility gas,minilm_uniform_pca29,3144,29,0.27455422824884457,0.2543530303907152,0.3210690512775084,0.04651482302866383,0.06671602088679318,False,False
gas_heating_share,occupied units heated by utility gas,minilm_uniform_pca64,3144,64,0.27455422824884457,0.2543530303907152,0.3097301063009321,0.03517587805208755,0.0553770759102169,False,False
gas_heating_share,occupied units heated by utility gas,minilm_uniform_ccr_pca29,3144,29,0.27455422824884457,0.2543530303907152,0.3355657404617407,0.061011512212896135,0.08121271007102548,False,False
gas_heating_share,occupied units heated by utility gas,minilm_prose_plus_history_ccr_pca29,3144,29,0.27455422824884457,0.2543530303907152,0.33570928772541764,0.06115505947657307,0.08135625733470242,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",typed,3144,29,0.3993416551859833,0.43159005876320355,0.40711214644182137,0.0077704912558380634,-0.02447791232138219,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",typed_transformed,3144,37,0.3993416551859833,0.43159005876320355,0.4058002760955196,0.006458620909536306,-0.025789782667683947,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",latlong_only,3144,2,0.3993416551859833,0.43159005876320355,0.43159005876320355,0.03224840357722025,0.0,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",minilm_uniform,3144,384,0.3993416551859833,0.43159005876320355,0.4201036935583473,0.02076203837236401,-0.011486365204856241,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",minilm_uniform_l2,3144,384,0.3993416551859833,0.43159005876320355,0.42152316538323675,0.02218151019725345,-0.010066893379966801,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",minilm_uniform_pca29,3144,29,0.3993416551859833,0.43159005876320355,0.4136062005927271,0.014264545406743823,-0.01798385817047643,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",minilm_uniform_pca64,3144,64,0.3993416551859833,0.43159005876320355,0.41106299498724486,0.011721339801261554,-0.020527063775958698,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",minilm_uniform_ccr_pca29,3144,29,0.3993416551859833,0.43159005876320355,0.42004333424571005,0.020701679059726752,-0.0115467245174935,False,False
bottled_gas_heating_share,"occupied units heated by bottled, tank, or LP gas",minilm_prose_plus_history_ccr_pca29,3144,29,0.3993416551859833,0.43159005876320355,0.4195895994676039,0.020247944281620578,-0.012000459295599675,False,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",typed,3144,29,-0.012352497640088167,0.12271054440075069,-0.026219237564756304,-0.013866739924668137,-0.148929781965507,True,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",typed_transformed,3144,37,-0.012352497640088167,0.12271054440075069,-0.024059848032743414,-0.011707350392655247,-0.1467703924334941,True,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",latlong_only,3144,2,-0.012352497640088167,0.12271054440075069,0.12271054440075069,0.13506304204083885,0.0,True,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",minilm_uniform,3144,384,-0.012352497640088167,0.12271054440075069,0.020022155283570542,0.03237465292365871,-0.10268838911718015,True,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",minilm_uniform_l2,3144,384,-0.012352497640088167,0.12271054440075069,0.02984480167732373,0.042197299317411896,-0.09286574272342696,True,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",minilm_uniform_pca29,3144,29,-0.012352497640088167,0.12271054440075069,0.04505784688881187,0.05741034452890004,-0.07765269751193882,True,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",minilm_uniform_pca64,3144,64,-0.012352497640088167,0.12271054440075069,0.07954305538332851,0.09189555302341668,-0.04316748901742218,True,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",minilm_uniform_ccr_pca29,3144,29,-0.012352497640088167,0.12271054440075069,0.06071946570696252,0.07307196334705068,-0.06199107869378817,True,False
fuel_oil_heating_share,"occupied units heated by fuel oil, kerosene, etc.",minilm_prose_plus_history_ccr_pca29,3144,29,-0.012352497640088167,0.12271054440075069,0.08862768753269734,0.10098018517278551,-0.034082856868053346,True,False
no_fuel_used_share,occupied units using no heating fuel,typed,3144,29,-1.0031460545729294,-0.9930951974526521,-1.04262454967066,-0.039478495097730715,-0.04952935221800803,True,True
no_fuel_used_share,occupied units using no heating fuel,typed_transformed,3144,37,-1.0031460545729294,-0.9930951974526521,-1.0380921026699617,-0.03494604809703228,-0.04499690521730959,True,True
no_fuel_used_share,occupied units using no heating fuel,latlong_only,3144,2,-1.0031460545729294,-0.9930951974526521,-0.9930951974526521,0.010050857120277312,0.0,True,True
no_fuel_used_share,occupied units using no heating fuel,minilm_uniform,3144,384,-1.0031460545729294,-0.9930951974526521,-1.322400058933408,-0.31925400436047857,-0.3293048614807559,True,True
no_fuel_used_share,occupied units using no heating fuel,minilm_uniform_l2,3144,384,-1.0031460545729294,-0.9930951974526521,-1.1252775151156484,-0.12213146054271906,-0.13218231766299637,True,True
no_fuel_used_share,occupied units using no heating fuel,minilm_uniform_pca29,3144,29,-1.0031460545729294,-0.9930951974526521,-1.059812572222678,-0.05666651764974873,-0.06671737477002604,True,True
no_fuel_used_share,occupied units using no heating fuel,minilm_uniform_pca64,3144,64,-1.0031460545729294,-0.9930951974526521,-1.1636566175444631,-0.16051056297153377,-0.17056142009181108,True,True
no_fuel_used_share,occupied units using no heating fuel,minilm_uniform_ccr_pca29,3144,29,-1.0031460545729294,-0.9930951974526521,-0.9826149327517673,0.020531121821162124,0.010480264700884812,True,True
no_fuel_used_share,occupied units using no heating fuel,minilm_prose_plus_history_ccr_pca29,3144,29,-1.0031460545729294,-0.9930951974526521,-0.9719921022871443,0.031153952285785103,0.02110309516550779,True,True
drove_alone_share,workers who drove alone to work,typed,3144,29,0.2975553664765922,0.3867029381212237,0.3247678271294826,0.027212460652890402,-0.061935110991741094,False,False
drove_alone_share,workers who drove alone to work,typed_transformed,3144,37,0.2975553664765922,0.3867029381212237,0.32528833538549407,0.027732968908901867,-0.06141460273572963,False,False
drove_alone_share,workers who drove alone to work,latlong_only,3144,2,0.2975553664765922,0.3867029381212237,0.3867029381212237,0.0891475716446315,0.0,False,False
drove_alone_share,workers who drove alone to work,minilm_uniform,3144,384,0.2975553664765922,0.3867029381212237,0.34517104279128885,0.04761567631469665,-0.04153189532993484,False,False
drove_alone_share,workers who drove alone to work,minilm_uniform_l2,3144,384,0.2975553664765922,0.3867029381212237,0.3569244330526925,0.059369066576100304,-0.02977850506853119,False,False
drove_alone_share,workers who drove alone to work,minilm_uniform_pca29,3144,29,0.2975553664765922,0.3867029381212237,0.3300561628680658,0.03250079639147363,-0.056646775253157866,False,False
drove_alone_share,workers who drove alone to work,minilm_uniform_pca64,3144,64,0.2975553664765922,0.3867029381212237,0.34124990676437794,0.043694540287785744,-0.04545303135684575,False,False
drove_alone_share,workers who drove alone to work,minilm_uniform_ccr_pca29,3144,29,0.2975553664765922,0.3867029381212237,0.32850221483875364,0.03094684836216144,-0.05820072328247006,False,False
drove_alone_share,workers who drove alone to work,minilm_prose_plus_history_ccr_pca29,3144,29,0.2975553664765922,0.3867029381212237,0.3292935995334595,0.03173823305686729,-0.0574093385877642,False,False
carpooled_share,workers who carpooled to work,typed,3144,29,0.09488227514952452,0.10557143940222835,0.09268367481801776,-0.0021986003315067615,-0.012887764584210593,False,False
carpooled_share,workers who carpooled to work,typed_transformed,3144,37,0.09488227514952452,0.10557143940222835,0.09195397659000637,-0.00292829855951815,-0.013617462812221981,False,False
carpooled_share,workers who carpooled to work,latlong_only,3144,2,0.09488227514952452,0.10557143940222835,0.10557143940222835,0.010689164252703831,0.0,False,False
carpooled_share,workers who carpooled to work,minilm_uniform,3144,384,0.09488227514952452,0.10557143940222835,0.05934382823143447,-0.03553844691809005,-0.04622761117079388,False,False
carpooled_share,workers who carpooled to work,minilm_uniform_l2,3144,384,0.09488227514952452,0.10557143940222835,0.06321152117414619,-0.03167075397537833,-0.04235991822808216,False,False
carpooled_share,workers who carpooled to work,minilm_uniform_pca29,3144,29,0.09488227514952452,0.10557143940222835,0.09932385686424172,0.004441581714717202,-0.006247582537986629,False,False
carpooled_share,workers who carpooled to work,minilm_uniform_pca64,3144,64,0.09488227514952452,0.10557143940222835,0.08916457021812707,-0.005717704931397449,-0.01640686918410128,False,False
carpooled_share,workers who carpooled to work,minilm_uniform_ccr_pca29,3144,29,0.09488227514952452,0.10557143940222835,0.09909711100088292,0.0042148358513584006,-0.0064743284013454305,False,False
carpooled_share,workers who carpooled to work,minilm_prose_plus_history_ccr_pca29,3144,29,0.09488227514952452,0.10557143940222835,0.09994556663733134,0.00506329148780682,-0.005625872764897011,False,False
public_transit_share,workers who used public transportation,typed,3144,29,0.13381435297991207,0.1335003808411751,0.19775194395854756,0.0639375909786355,0.06425156311737246,False,False
public_transit_share,workers who used public transportation,typed_transformed,3144,37,0.13381435297991207,0.1335003808411751,0.15954433642660593,0.02572998344669386,0.026043955585430822,False,False
public_transit_share,workers who used public transportation,latlong_only,3144,2,0.13381435297991207,0.1335003808411751,0.1335003808411751,-0.00031397213873696206,0.0,False,False
public_transit_share,workers who used public transportation,minilm_uniform,3144,384,0.13381435297991207,0.1335003808411751,0.16034386607973505,0.026529513099822988,0.02684348523855995,False,False
public_transit_share,workers who used public transportation,minilm_uniform_l2,3144,384,0.13381435297991207,0.1335003808411751,0.2013715171084206,0.06755716412850854,0.0678711362672455,False,False
public_transit_share,workers who used public transportation,minilm_uniform_pca29,3144,29,0.13381435297991207,0.1335003808411751,0.14055646554902146,0.006742112569109393,0.007056084707846355,False,False
public_transit_share,workers who used public transportation,minilm_uniform_pca64,3144,64,0.13381435297991207,0.1335003808411751,0.14880573747220827,0.0149913844922962,0.015305356631033162,False,False
public_transit_share,workers who used public transportation,minilm_uniform_ccr_pca29,3144,29,0.13381435297991207,0.1335003808411751,0.15673943882879227,0.0229250858488802,0.023239057987617162,False,False
public_transit_share,workers who used public transportation,minilm_prose_plus_history_ccr_pca29,3144,29,0.13381435297991207,0.1335003808411751,0.15377742240158354,0.019963069421671475,0.020277041560408438,False,False
walked_share,workers who walked to work,typed,3144,29,0.017613691374496643,0.13636927104746188,0.03391149094547752,0.016297799570980875,-0.10245778010198436,False,False
walked_share,workers who walked to work,typed_transformed,3144,37,0.017613691374496643,0.13636927104746188,0.03447783536860771,0.01686414399411107,-0.10189143567885417,False,False
walked_share,workers who walked to work,latlong_only,3144,2,0.017613691374496643,0.13636927104746188,0.13636927104746188,0.11875557967296524,0.0,False,False
walked_share,workers who walked to work,minilm_uniform,3144,384,0.017613691374496643,0.13636927104746188,0.06733055534884924,0.0497168639743526,-0.06903871569861264,False,False
walked_share,workers who walked to work,minilm_uniform_l2,3144,384,0.017613691374496643,0.13636927104746188,0.06779247342177608,0.050178782047279435,-0.0685767976256858,False,False
walked_share,workers who walked to work,minilm_uniform_pca29,3144,29,0.017613691374496643,0.13636927104746188,0.05569963907817044,0.038085947703673795,-0.08066963196929144,False,False
walked_share,workers who walked to work,minilm_uniform_pca64,3144,64,0.017613691374496643,0.13636927104746188,0.07282531558383065,0.05521162420933401,-0.06354395546363123,False,False
walked_share,workers who walked to work,minilm_uniform_ccr_pca29,3144,29,0.017613691374496643,0.13636927104746188,-0.004499351577015753,-0.022113042951512396,-0.14086862262447764,False,False
walked_share,workers who walked to work,minilm_prose_plus_history_ccr_pca29,3144,29,0.017613691374496643,0.13636927104746188,0.038183295360280756,0.020569603985784113,-0.09818597568718113,False,False
work_from_home_share,workers who worked from home,typed,3144,29,0.532573140701927,0.5226092588403313,0.5248074329301595,-0.007765707771767438,0.002198174089828253,False,False
work_from_home_share,workers who worked from home,typed_transformed,3144,37,0.532573140701927,0.5226092588403313,0.5255982110758273,-0.006974929626099691,0.0029889522354960008,False,False
work_from_home_share,workers who worked from home,latlong_only,3144,2,0.532573140701927,0.5226092588403313,0.5226092588403313,-0.009963881861595691,0.0,False,False
work_from_home_share,workers who worked from home,minilm_uniform,3144,384,0.532573140701927,0.5226092588403313,0.520602654933324,-0.011970485768602934,-0.0020066039070072428,False,False
work_from_home_share,workers who worked from home,minilm_uniform_l2,3144,384,0.532573140701927,0.5226092588403313,0.5234802608219753,-0.009092879879951665,0.0008710019816440262,False,False
work_from_home_share,workers who worked from home,minilm_uniform_pca29,3144,29,0.532573140701927,0.5226092588403313,0.527242356940353,-0.005330783761573921,0.004633098100021771,False,False
work_from_home_share,workers who worked from home,minilm_uniform_pca64,3144,64,0.532573140701927,0.5226092588403313,0.5270892340779723,-0.005483906623954704,0.004479975237640987,False,False
work_from_home_share,workers who worked from home,minilm_uniform_ccr_pca29,3144,29,0.532573140701927,0.5226092588403313,0.5306507511910363,-0.001922389510890632,0.00804149235070506,False,False
work_from_home_share,workers who worked from home,minilm_prose_plus_history_ccr_pca29,3144,29,0.532573140701927,0.5226092588403313,0.5328751645448848,0.0003020238429578548,0.010265905704553546,False,False
foreign_born_share,foreign-born population share,typed,3144,29,0.4122783784516352,0.4088559027689428,0.4229890236561902,0.010710645204555003,0.014133120887247386,False,False
foreign_born_share,foreign-born population share,typed_transformed,3144,37,0.4122783784516352,0.4088559027689428,0.42150801724897224,0.00922963879733707,0.012652114480029453,False,False
foreign_born_share,foreign-born population share,latlong_only,3144,2,0.4122783784516352,0.4088559027689428,0.4088559027689428,-0.003422475682692383,0.0,False,False
foreign_born_share,foreign-born population share,minilm_uniform,3144,384,0.4122783784516352,0.4088559027689428,0.4454634279171875,0.03318504946555234,0.036607525148244724,False,False
foreign_born_share,foreign-born population share,minilm_uniform_l2,3144,384,0.4122783784516352,0.4088559027689428,0.4580417440101121,0.04576336555847693,0.049185841241169315,False,False
foreign_born_share,foreign-born population share,minilm_uniform_pca29,3144,29,0.4122783784516352,0.4088559027689428,0.4495559756814229,0.03727759722978774,0.04070007291248012,False,False
foreign_born_share,foreign-born population share,minilm_uniform_pca64,3144,64,0.4122783784516352,0.4088559027689428,0.4321793983533858,0.01990101990175064,0.02332349558444302,False,False
foreign_born_share,foreign-born population share,minilm_uniform_ccr_pca29,3144,29,0.4122783784516352,0.4088559027689428,0.4589522947542216,0.04667391630258644,0.05009639198527882,False,False
foreign_born_share,foreign-born population share,minilm_prose_plus_history_ccr_pca29,3144,29,0.4122783784516352,0.4088559027689428,0.45283511126625653,0.040556732814621355,0.04397920849731374,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,typed,3132,29,0.063869014439624,0.0720427347865944,0.06416001389849835,0.0002909994588743414,-0.007882720888096051,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,typed_transformed,3132,37,0.063869014439624,0.0720427347865944,0.06486397842250069,0.0009949639828766843,-0.007178756364093708,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,latlong_only,3132,2,0.063869014439624,0.0720427347865944,0.0720427347865944,0.008173720346970392,0.0,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,minilm_uniform,3132,384,0.063869014439624,0.0720427347865944,0.028613486429091117,-0.03525552801053289,-0.04342924835750328,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,minilm_uniform_l2,3132,384,0.063869014439624,0.0720427347865944,0.034591775941958836,-0.02927723849766517,-0.03745095884463556,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,minilm_uniform_pca29,3132,29,0.063869014439624,0.0720427347865944,0.06584369566535908,0.0019746812257350754,-0.006199039121235317,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,minilm_uniform_pca64,3132,64,0.063869014439624,0.0720427347865944,0.06439256586611553,0.0005235514264915198,-0.0076501689204788725,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,minilm_uniform_ccr_pca29,3132,29,0.063869014439624,0.0720427347865944,0.06628402079531304,0.002415006355689031,-0.005758713991281361,False,False
naturalized_share_of_foreign_born,naturalized citizens as a share of the foreign-born,minilm_prose_plus_history_ccr_pca29,3132,29,0.063869014439624,0.0720427347865944,0.06406680054212244,0.00019778610249843176,-0.00797593424447196,False,False
same_house_share,population living in the same house one year ago,typed,3144,29,0.20896898001951858,0.2113200051114258,0.21724648001747104,0.008277499997952464,0.005926474906045254,False,False
same_house_share,population living in the same house one year ago,typed_transformed,3144,37,0.20896898001951858,0.2113200051114258,0.21839679230908704,0.00942781228956846,0.0070767871976612495,False,False
same_house_share,population living in the same house one year ago,latlong_only,3144,2,0.20896898001951858,0.2113200051114258,0.2113200051114258,0.0023510250919072107,0.0,False,False
same_house_share,population living in the same house one year ago,minilm_uniform,3144,384,0.20896898001951858,0.2113200051114258,0.16223259326618755,-0.04673638675333103,-0.04908741184523824,False,False
same_house_share,population living in the same house one year ago,minilm_uniform_l2,3144,384,0.20896898001951858,0.2113200051114258,0.17123714202899076,-0.03773183799052782,-0.04008286308243503,False,False
same_house_share,population living in the same house one year ago,minilm_uniform_pca29,3144,29,0.20896898001951858,0.2113200051114258,0.2069104797499569,-0.0020585002695616694,-0.00440952536146888,False,False
same_house_share,population living in the same house one year ago,minilm_uniform_pca64,3144,64,0.20896898001951858,0.2113200051114258,0.19608631199208892,-0.012882668027429656,-0.015233693119336866,False,False
same_house_share,population living in the same house one year ago,minilm_uniform_ccr_pca29,3144,29,0.20896898001951858,0.2113200051114258,0.21199017716312296,0.0030211971436043816,0.000670172051697171,False,False
same_house_share,population living in the same house one year ago,minilm_prose_plus_history_ccr_pca29,3144,29,0.20896898001951858,0.2113200051114258,0.22044136464660857,0.011472384627089993,0.009121359535182783,False,False
moved_within_county_share,population that moved within the same county,typed,3144,29,0.2803009514259617,0.29846715099404786,0.2854699860561185,0.005169034630156832,-0.01299716493792935,False,False
moved_within_county_share,population that moved within the same county,typed_transformed,3144,37,0.2803009514259617,0.29846715099404786,0.28506247678246743,0.004761525356505758,-0.013404674211580425,False,False
moved_within_county_share,population that moved within the same county,latlong_only,3144,2,0.2803009514259617,0.29846715099404786,0.29846715099404786,0.018166199568086183,0.0,False,False
moved_within_county_share,population that moved within the same county,minilm_uniform,3144,384,0.2803009514259617,0.29846715099404786,0.2673923168698146,-0.012908634556147103,-0.031074834124233286,False,False
moved_within_county_share,population that moved within the same county,minilm_uniform_l2,3144,384,0.2803009514259617,0.29846715099404786,0.2749401377813191,-0.005360813644642581,-0.023527013212728765,False,False
moved_within_county_share,population that moved within the same county,minilm_uniform_pca29,3144,29,0.2803009514259617,0.29846715099404786,0.28975866351919755,0.00945771209323587,-0.008708487474850313,False,False
moved_within_county_share,population that moved within the same county,minilm_uniform_pca64,3144,64,0.2803009514259617,0.29846715099404786,0.28471674041594186,0.004415788989980185,-0.013750410578105998,False,False
moved_within_county_share,population that moved within the same county,minilm_uniform_ccr_pca29,3144,29,0.2803009514259617,0.29846715099404786,0.28232582624901637,0.00202487482305469,-0.016141324745031493,False,False
moved_within_county_share,population that moved within the same county,minilm_prose_plus_history_ccr_pca29,3144,29,0.2803009514259617,0.29846715099404786,0.2853297014623132,0.005028750036351504,-0.01313744953173468,False,False
moved_different_state_share,population that moved from a different state,typed,3144,29,0.15120472777226912,0.16072583946936914,0.1403151773852549,-0.010889550387014224,-0.02041066208411424,False,False
moved_different_state_share,population that moved from a different state,typed_transformed,3144,37,0.15120472777226912,0.16072583946936914,0.14043229961690074,-0.010772428155368385,-0.0202935398524684,False,False
moved_different_state_share,population that moved from a different state,latlong_only,3144,2,0.15120472777226912,0.16072583946936914,0.16072583946936914,0.009521111697100015,0.0,False,False
moved_different_state_share,population that moved from a different state,minilm_uniform,3144,384,0.15120472777226912,0.16072583946936914,0.09422009808719278,-0.05698462968507634,-0.06650574138217635,False,False
moved_different_state_share,population that moved from a different state,minilm_uniform_l2,3144,384,0.15120472777226912,0.16072583946936914,0.09430256744548626,-0.05690216032678286,-0.06642327202388287,False,False
moved_different_state_share,population that moved from a different state,minilm_uniform_pca29,3144,29,0.15120472777226912,0.16072583946936914,0.13048320302001282,-0.020721524752256304,-0.03024263644935632,False,False
moved_different_state_share,population that moved from a different state,minilm_uniform_pca64,3144,64,0.15120472777226912,0.16072583946936914,0.12324491436417295,-0.027959813408096168,-0.03748092510519618,False,False
moved_different_state_share,population that moved from a different state,minilm_uniform_ccr_pca29,3144,29,0.15120472777226912,0.16072583946936914,0.13689498433540492,-0.014309743436864197,-0.023830855133964213,False,False
moved_different_state_share,population that moved from a different state,minilm_prose_plus_history_ccr_pca29,3144,29,0.15120472777226912,0.16072583946936914,0.13453097882888443,-0.016673748943384692,-0.026194860640484707,False,False
children_married_couple_share,own children under 18 in married-couple families,typed,3141,29,0.42181655663198325,0.41517368399161836,0.42283499316297735,0.0010184365309940935,0.007661309171358988,False,False
children_married_couple_share,own children under 18 in married-couple families,typed_transformed,3141,37,0.42181655663198325,0.41517368399161836,0.41956694596205646,-0.0022496106699267937,0.0043932619704381,False,False
children_married_couple_share,own children under 18 in married-couple families,latlong_only,3141,2,0.42181655663198325,0.41517368399161836,0.41517368399161836,-0.006642872640364894,0.0,False,False
children_married_couple_share,own children under 18 in married-couple families,minilm_uniform,3141,384,0.42181655663198325,0.41517368399161836,0.3997039203062447,-0.022112636325738566,-0.015469763685373672,False,False
children_married_couple_share,own children under 18 in married-couple families,minilm_uniform_l2,3141,384,0.42181655663198325,0.41517368399161836,0.4019193586669919,-0.019897197964991342,-0.013254325324626448,False,False
children_married_couple_share,own children under 18 in married-couple families,minilm_uniform_pca29,3141,29,0.42181655663198325,0.41517368399161836,0.4243295059953889,0.0025129493634056255,0.00915582200377052,False,False
children_married_couple_share,own children under 18 in married-couple families,minilm_uniform_pca64,3141,64,0.42181655663198325,0.41517368399161836,0.4193788011303844,-0.0024377555015988595,0.004205117138766035,False,False
children_married_couple_share,own children under 18 in married-couple families,minilm_uniform_ccr_pca29,3141,29,0.42181655663198325,0.41517368399161836,0.42692972954219943,0.005113172910216179,0.011756045550581073,False,False
children_married_couple_share,own children under 18 in married-couple families,minilm_prose_plus_history_ccr_pca29,3141,29,0.42181655663198325,0.41517368399161836,0.4362935876344717,0.014477031002488427,0.02111990364285332,False,False
children_female_householder_share,"own children under 18 with a female householder, no spouse present",typed,3141,29,0.4103041062800874,0.40733526045511137,0.41273976149177105,0.0024356552116836516,0.005404501036659681,False,False
children_female_householder_share,"own children under 18 with a female householder, no spouse present",typed_transformed,3141,37,0.4103041062800874,0.40733526045511137,0.409558271276239,-0.0007458350038483941,0.0022230108211276356,False,False
children_female_householder_share,"own children under 18 with a female householder, no spouse present",latlong_only,3141,2,0.4103041062800874,0.40733526045511137,0.40733526045511137,-0.0029688458249760297,0.0,False,False
children_female_householder_share,"own children under 18 with a female householder, no spouse present",minilm_uniform,3141,384,0.4103041062800874,0.40733526045511137,0.3938163858227952,-0.016487720457292188,-0.013518874632316158,False,False
