pillar,column,variant,tier,n,r2_baseline,lift
D,log_total_tons,extracted_mid,mid,788,0.8745039104831237,0.00011933725358981295
D,log_total_tons,extracted_mid,rich,788,0.9036080239168489,3.9933244796563905e-05
D,log_total_tons,extracted_full,stub,294,0.8394657743568323,0.00010749184611003049
D,log_total_tons,extracted_full,thin,1274,0.8495468886319878,0.0004421465567381322
D,log_total_tons,extracted_full,mid,788,0.8745039104831237,-0.000973640893387695
D,log_total_tons,extracted_full,rich,788,0.9036080239168489,0.001015495713090786
D,log_total_tons,extracted_sections,stub,294,0.8394657743568323,0.0008916169877808411
D,log_total_tons,extracted_sections,thin,1274,0.8495468886319878,0.0006734725473510617
D,log_total_tons,extracted_sections,mid,788,0.8745039104831237,0.00048612228725908313
D,log_total_tons,extracted_sections,rich,788,0.9036080239168489,0.0014624918094418016
D,log_total_tons,sections_x_tier,stub,294,0.8394657743568323,0.002974173830726623
D,log_total_tons,sections_x_tier,thin,1274,0.8495468886319878,0.0007552382575716221
D,log_total_tons,sections_x_tier,mid,788,0.8745039104831237,4.5618782206657826e-05
D,log_total_tons,sections_x_tier,rich,788,0.9036080239168489,0.001226131695932553
D,log_total_tons,pca50,stub,294,0.8394657743568323,-0.00025526560489630423
D,log_total_tons,pca50,thin,1274,0.8495468886319878,-1.174655794222712e-05
D,log_total_tons,pca50,mid,788,0.8745039104831237,0.0002969359845707009
D,log_total_tons,pca50,rich,788,0.9036080239168489,0.00023287128183446804
D,log_total_tons,full,stub,294,0.8394657743568323,0.0007188953111700869
D,log_total_tons,full,thin,1274,0.8495468886319878,0.0005845860729455366
D,log_total_tons,full,mid,788,0.8745039104831237,0.0007660550055009763
D,log_total_tons,full,rich,788,0.9036080239168489,0.0006898273478823658
D,out_partner_hhi,length,stub,294,0.45092731745539627,0.008412008767090362
D,out_partner_hhi,length,thin,1274,0.2918442472677072,0.0010593260427183004
D,out_partner_hhi,length,mid,788,0.2944782860136208,0.00044812322526810444
D,out_partner_hhi,length,rich,788,0.3891927609487066,0.0025844704470089352
D,out_partner_hhi,extracted_min,stub,294,0.45092731745539627,0.0025870036538511165
D,out_partner_hhi,extracted_min,thin,1274,0.2918442472677072,0.0013952978370193048
D,out_partner_hhi,extracted_min,mid,788,0.2944782860136208,0.0008124406603674528
D,out_partner_hhi,extracted_min,rich,788,0.3891927609487066,0.0024289287897060197
D,out_partner_hhi,extracted_mid,stub,294,0.45092731745539627,0.0039308291797587325
D,out_partner_hhi,extracted_mid,thin,1274,0.2918442472677072,-0.00032260059156874465
D,out_partner_hhi,extracted_mid,mid,788,0.2944782860136208,5.269196443369317e-05
D,out_partner_hhi,extracted_mid,rich,788,0.3891927609487066,0.011555624544476228
D,out_partner_hhi,extracted_full,stub,294,0.45092731745539627,0.003572766348587053
D,out_partner_hhi,extracted_full,thin,1274,0.2918442472677072,0.001414014127151253
D,out_partner_hhi,extracted_full,mid,788,0.2944782860136208,0.0016000260406139333
D,out_partner_hhi,extracted_full,rich,788,0.3891927609487066,0.006122624560468859
D,out_partner_hhi,extracted_sections,stub,294,0.45092731745539627,0.003713436667704517
D,out_partner_hhi,extracted_sections,thin,1274,0.2918442472677072,0.001154968607767537
D,out_partner_hhi,extracted_sections,mid,788,0.2944782860136208,0.0007995939471532321
D,out_partner_hhi,extracted_sections,rich,788,0.3891927609487066,0.005908695170743328
D,out_partner_hhi,sections_x_tier,stub,294,0.45092731745539627,0.008493654748298773
D,out_partner_hhi,sections_x_tier,thin,1274,0.2918442472677072,0.0032331159396817855
D,out_partner_hhi,sections_x_tier,mid,788,0.2944782860136208,-0.0005237915841155294
D,out_partner_hhi,sections_x_tier,rich,788,0.3891927609487066,0.008946497276227205
D,out_partner_hhi,pca50,stub,294,0.45092731745539627,0.0011488800905603558
D,out_partner_hhi,pca50,thin,1274,0.2918442472677072,0.0005289013018110467
D,out_partner_hhi,pca50,mid,788,0.2944782860136208,0.00044867626933986493
D,out_partner_hhi,pca50,rich,788,0.3891927609487066,0.0005440667119201992
D,out_partner_hhi,full,stub,294,0.45092731745539627,0.0017010476717645995
D,out_partner_hhi,full,thin,1274,0.2918442472677072,0.002864644019011542
D,out_partner_hhi,full,mid,788,0.2944782860136208,0.0019589423702724984
D,out_partner_hhi,full,rich,788,0.3891927609487066,0.0034387234948124457
D,in_partner_hhi,length,stub,294,0.5232852887281058,0.00039600122497829293
D,in_partner_hhi,length,thin,1274,0.28005874333660474,0.00014232385153500893
D,in_partner_hhi,length,mid,788,0.2834979705878856,2.511066146315688e-05
D,in_partner_hhi,length,rich,788,0.3629014652603755,-0.000243466874253917
D,in_partner_hhi,extracted_min,stub,294,0.5232852887281058,1.1683651523708427e-05
D,in_partner_hhi,extracted_min,thin,1274,0.28005874333660474,1.1388558796454618e-05
D,in_partner_hhi,extracted_min,mid,788,0.2834979705878856,4.6418708743445336e-07
D,in_partner_hhi,extracted_min,rich,788,0.3629014652603755,2.874336508806863e-05
D,in_partner_hhi,extracted_mid,stub,294,0.5232852887281058,0.0005858948540424791
D,in_partner_hhi,extracted_mid,thin,1274,0.28005874333660474,-0.0001656904798520431
D,in_partner_hhi,extracted_mid,mid,788,0.2834979705878856,-0.0006255050301876564
D,in_partner_hhi,extracted_mid,rich,788,0.3629014652603755,0.0012259535812395583
D,in_partner_hhi,extracted_full,stub,294,0.5232852887281058,0.0001251696482177378
D,in_partner_hhi,extracted_full,thin,1274,0.28005874333660474,5.498335165532442e-05
D,in_partner_hhi,extracted_full,mid,788,0.2834979705878856,-2.171055187960569e-05
D,in_partner_hhi,extracted_full,rich,788,0.3629014652603755,0.00011205572822037269
D,in_partner_hhi,extracted_sections,stub,294,0.5232852887281058,6.835681359718127e-05
D,in_partner_hhi,extracted_sections,thin,1274,0.28005874333660474,9.672970369756229e-05
D,in_partner_hhi,extracted_sections,mid,788,0.2834979705878856,1.752203352545223e-05
D,in_partner_hhi,extracted_sections,rich,788,0.3629014652603755,-3.502504501740056e-05
D,in_partner_hhi,sections_x_tier,stub,294,0.5232852887281058,0.0020384746424563227
D,in_partner_hhi,sections_x_tier,thin,1274,0.28005874333660474,0.0019188430587019356
D,in_partner_hhi,sections_x_tier,mid,788,0.2834979705878856,0.0020350842775923583
D,in_partner_hhi,sections_x_tier,rich,788,0.3629014652603755,0.005054289955118807
D,in_partner_hhi,pca50,stub,294,0.5232852887281058,1.3399527538981992e-05
D,in_partner_hhi,pca50,thin,1274,0.28005874333660474,0.000354714759068675
D,in_partner_hhi,pca50,mid,788,0.2834979705878856,0.000396319249793442
D,in_partner_hhi,pca50,rich,788,0.3629014652603755,0.0004214326444552663
D,in_partner_hhi,full,stub,294,0.5232852887281058,0.0016970697175248128
D,in_partner_hhi,full,thin,1274,0.28005874333660474,0.0012257710726140125
D,in_partner_hhi,full,mid,788,0.2834979705878856,0.0004708582589694199
D,in_partner_hhi,full,rich,788,0.3629014652603755,0.0019856441266898894
E,capital_to_wage_ratio,length,stub,294,0.337579822400079,-0.0026376545590999223
E,capital_to_wage_ratio,length,thin,1274,0.44172849758346533,0.00099676174925456
E,capital_to_wage_ratio,length,mid,788,0.24375462974381423,-4.232102139711813e-05
E,capital_to_wage_ratio,length,rich,787,0.4539252512793154,0.0010407029786898558
E,capital_to_wage_ratio,extracted_min,stub,294,0.337579822400079,0.00025227248245773826
E,capital_to_wage_ratio,extracted_min,thin,1274,0.44172849758346533,0.003268978348514917
E,capital_to_wage_ratio,extracted_min,mid,788,0.24375462974381423,0.002971229120917185
E,capital_to_wage_ratio,extracted_min,rich,787,0.4539252512793154,0.0029465127408185854
E,capital_to_wage_ratio,extracted_mid,stub,294,0.337579822400079,-0.0005135182751384582
E,capital_to_wage_ratio,extracted_mid,thin,1274,0.44172849758346533,0.003399390009707348
E,capital_to_wage_ratio,extracted_mid,mid,788,0.24375462974381423,0.0029398062258443325
E,capital_to_wage_ratio,extracted_mid,rich,787,0.4539252512793154,0.001907370691822563
E,capital_to_wage_ratio,extracted_full,stub,294,0.337579822400079,0.0010840340324673736
E,capital_to_wage_ratio,extracted_full,thin,1274,0.44172849758346533,0.0023156120852024786
E,capital_to_wage_ratio,extracted_full,mid,788,0.24375462974381423,0.005771240893100771
E,capital_to_wage_ratio,extracted_full,rich,787,0.4539252512793154,0.005819843257565682
E,capital_to_wage_ratio,extracted_sections,stub,294,0.337579822400079,0.0005502561926717942
E,capital_to_wage_ratio,extracted_sections,thin,1274,0.44172849758346533,0.0032033998868249425
E,capital_to_wage_ratio,extracted_sections,mid,788,0.24375462974381423,0.0068760170870704185
E,capital_to_wage_ratio,extracted_sections,rich,787,0.4539252512793154,0.006369084127928248
E,capital_to_wage_ratio,sections_x_tier,stub,294,0.337579822400079,0.001642521186221324
E,capital_to_wage_ratio,sections_x_tier,thin,1274,0.44172849758346533,0.003995462397574312
E,capital_to_wage_ratio,sections_x_tier,mid,788,0.24375462974381423,-0.0021525362371729306
E,capital_to_wage_ratio,sections_x_tier,rich,787,0.4539252512793154,0.003577591013744108
E,capital_to_wage_ratio,pca50,stub,294,0.337579822400079,-0.00265001790452124
E,capital_to_wage_ratio,pca50,thin,1274,0.44172849758346533,0.001417037985065095
E,capital_to_wage_ratio,pca50,mid,788,0.24375462974381423,0.0009963581277748768
E,capital_to_wage_ratio,pca50,rich,787,0.4539252512793154,-0.0005382272154592638
E,capital_to_wage_ratio,full,stub,294,0.337579822400079,-0.0002857363225110543
E,capital_to_wage_ratio,full,thin,1274,0.44172849758346533,0.0039443120346376315
E,capital_to_wage_ratio,full,mid,788,0.24375462974381423,0.002911428489376644
E,capital_to_wage_ratio,full,rich,787,0.4539252512793154,0.001154355593036116
F,distress_count,length,stub,294,0.2562688462877878,-0.011528406509313083
F,distress_count,length,thin,1274,0.20957845038732792,0.0032774828559294367
F,distress_count,length,mid,788,0.1674810263237544,0.00114614051588513
F,distress_count,length,rich,788,0.1873698287308999,0.03029218458059635
F,distress_count,extracted_min,stub,294,0.2562688462877878,0.006768763116583587
F,distress_count,extracted_min,thin,1274,0.20957845038732792,0.015685917712313202
F,distress_count,extracted_min,mid,788,0.1674810263237544,0.011243451049860687
F,distress_count,extracted_min,rich,788,0.1873698287308999,0.04433899177493428
F,distress_count,extracted_mid,stub,294,0.2562688462877878,0.004662067690888061
F,distress_count,extracted_mid,thin,1274,0.20957845038732792,0.017889944685411496
F,distress_count,extracted_mid,mid,788,0.1674810263237544,0.009403857838581997
F,distress_count,extracted_mid,rich,788,0.1873698287308999,0.03549315701055289
F,distress_count,extracted_full,stub,294,0.2562688462877878,0.002864182675671234
F,distress_count,extracted_full,thin,1274,0.20957845038732792,0.016705984549995723
F,distress_count,extracted_full,mid,788,0.1674810263237544,0.00997804090320975
F,distress_count,extracted_full,rich,788,0.1873698287308999,0.046059057083392974
F,distress_count,extracted_sections,stub,294,0.2562688462877878,0.0009187564169080842
F,distress_count,extracted_sections,thin,1274,0.20957845038732792,0.01676449283673198
F,distress_count,extracted_sections,mid,788,0.1674810263237544,0.009366823542829805
F,distress_count,extracted_sections,rich,788,0.1873698287308999,0.04817962392733377
F,distress_count,sections_x_tier,stub,294,0.2562688462877878,0.0033592606473591413
F,distress_count,sections_x_tier,thin,1274,0.20957845038732792,0.011239403916393553
F,distress_count,sections_x_tier,mid,788,0.1674810263237544,0.0010111562310078925
F,distress_count,sections_x_tier,rich,788,0.1873698287308999,0.02765267910464264
F,distress_count,pca50,stub,294,0.2562688462877878,0.004633594057557033
F,distress_count,pca50,thin,1274,0.20957845038732792,0.0018919990825831956
F,distress_count,pca50,mid,788,0.1674810263237544,-0.0026209153658190987
F,distress_count,pca50,rich,788,0.1873698287308999,0.018937129573724176
F,distress_count,full,stub,294,0.2562688462877878,-0.0029185329370514657
F,distress_count,full,thin,1274,0.20957845038732792,0.00835149395185042
F,distress_count,full,mid,788,0.1674810263237544,0.0028130532320482793
F,distress_count,full,rich,788,0.1873698287308999,0.027905352691226293
