pillar,column,variant,tier,n,r2_baseline,lift
B,lq_emp_54,extracted_sections,stub,186,0.004342691395660125,-0.00743435633271905
B,lq_emp_54,extracted_sections,thin,901,0.13232144249284317,-0.0015962562843466754
B,lq_emp_54,extracted_sections,mid,575,0.1408931982639242,-0.0011482086502645483
B,lq_emp_54,extracted_sections,rich,606,0.43998934438181037,0.008298500780172025
B,lq_emp_54,sections_x_tier,stub,186,0.004342691395660125,0.0043824563903492875
B,lq_emp_54,sections_x_tier,thin,901,0.13232144249284317,0.0015643458440884883
B,lq_emp_54,sections_x_tier,mid,575,0.1408931982639242,0.0016150542956462344
B,lq_emp_54,sections_x_tier,rich,606,0.43998934438181037,0.005213149295297037
B,lq_emp_54,pca50,stub,186,0.004342691395660125,-0.014450861365531864
B,lq_emp_54,pca50,thin,901,0.13232144249284317,0.009377487269797147
B,lq_emp_54,pca50,mid,575,0.1408931982639242,-0.0028802980320441485
B,lq_emp_54,pca50,rich,606,0.43998934438181037,0.007961991446492789
B,lq_emp_54,full,stub,186,0.004342691395660125,-0.014290283555835837
B,lq_emp_54,full,thin,901,0.13232144249284317,0.008267361613527147
B,lq_emp_54,full,mid,575,0.1408931982639242,0.008464464978523267
B,lq_emp_54,full,rich,606,0.43998934438181037,0.015569632619636398
B,lq_emp_55,length,thin,418,0.0902927024595771,-3.3972157520434365e-07
B,lq_emp_55,length,mid,351,0.15572650941673416,-1.0679504225397096e-07
B,lq_emp_55,length,rich,466,0.22000439362502622,-1.2590406993640002e-06
B,lq_emp_55,extracted_min,thin,418,0.0902927024595771,0.0017656990416667906
B,lq_emp_55,extracted_min,mid,351,0.15572650941673416,0.0006420526033549256
B,lq_emp_55,extracted_min,rich,466,0.22000439362502622,-0.0005393682332301974
B,lq_emp_55,extracted_mid,thin,418,0.0902927024595771,-0.00018354725788649606
B,lq_emp_55,extracted_mid,mid,351,0.15572650941673416,0.0007943611530599748
B,lq_emp_55,extracted_mid,rich,466,0.22000439362502622,-0.0004647177761767374
B,lq_emp_55,extracted_full,thin,418,0.0902927024595771,-0.0006670164361652908
B,lq_emp_55,extracted_full,mid,351,0.15572650941673416,0.0013580317598939073
B,lq_emp_55,extracted_full,rich,466,0.22000439362502622,0.0017835175902596312
B,lq_emp_55,extracted_sections,thin,418,0.0902927024595771,-6.606688132582139e-05
B,lq_emp_55,extracted_sections,mid,351,0.15572650941673416,0.0017641328333812822
B,lq_emp_55,extracted_sections,rich,466,0.22000439362502622,0.0008899079959562295
B,lq_emp_55,sections_x_tier,thin,418,0.0902927024595771,-1.9330637110681614e-05
B,lq_emp_55,sections_x_tier,mid,351,0.15572650941673416,1.9896018655596315e-05
B,lq_emp_55,sections_x_tier,rich,466,0.22000439362502622,-4.942083831060984e-07
B,lq_emp_55,pca50,thin,418,0.0902927024595771,0.00029636289835788254
B,lq_emp_55,pca50,mid,351,0.15572650941673416,0.0013082512452373685
B,lq_emp_55,pca50,rich,466,0.22000439362502622,0.0007213852313232572
B,lq_emp_55,full,thin,418,0.0902927024595771,0.0008520058136439745
B,lq_emp_55,full,mid,351,0.15572650941673416,0.0014276793182151915
B,lq_emp_55,full,rich,466,0.22000439362502622,0.0006530617217748169
B,lq_emp_56,length,stub,174,0.15346419235453224,0.0005484702038158762
B,lq_emp_56,length,thin,848,0.154256239430145,-0.00021550766967770585
B,lq_emp_56,length,mid,555,0.18691337022949006,-7.782901682140686e-05
B,lq_emp_56,length,rich,635,0.3482654366208683,0.00019348192452040003
B,lq_emp_56,extracted_min,stub,174,0.15346419235453224,-9.847608750745973e-05
B,lq_emp_56,extracted_min,thin,848,0.154256239430145,1.2478463351506264e-07
B,lq_emp_56,extracted_min,mid,555,0.18691337022949006,-0.00144957287283487
B,lq_emp_56,extracted_min,rich,635,0.3482654366208683,0.003982535172929791
B,lq_emp_56,extracted_mid,stub,174,0.15346419235453224,0.000956444000048351
B,lq_emp_56,extracted_mid,thin,848,0.154256239430145,-0.0009175639455244466
B,lq_emp_56,extracted_mid,mid,555,0.18691337022949006,0.00017407111036216172
B,lq_emp_56,extracted_mid,rich,635,0.3482654366208683,0.0009785628163634374
B,lq_emp_56,extracted_full,stub,174,0.15346419235453224,0.0001576401775148506
B,lq_emp_56,extracted_full,thin,848,0.154256239430145,-0.00027128618305283236
B,lq_emp_56,extracted_full,mid,555,0.18691337022949006,-0.00026285074345766546
B,lq_emp_56,extracted_full,rich,635,0.3482654366208683,-0.0010512445223990197
B,lq_emp_56,extracted_sections,stub,174,0.15346419235453224,-0.00103910576103039
B,lq_emp_56,extracted_sections,thin,848,0.154256239430145,-0.0006417404723814135
B,lq_emp_56,extracted_sections,mid,555,0.18691337022949006,-0.0016932243641706313
B,lq_emp_56,extracted_sections,rich,635,0.3482654366208683,-0.0004959532206576522
B,lq_emp_56,sections_x_tier,stub,174,0.15346419235453224,0.00033059771452448317
B,lq_emp_56,sections_x_tier,thin,848,0.154256239430145,-0.00017768116865846117
B,lq_emp_56,sections_x_tier,mid,555,0.18691337022949006,-0.00042285556214438635
B,lq_emp_56,sections_x_tier,rich,635,0.3482654366208683,-1.3972463073219643e-06
B,lq_emp_56,pca50,stub,174,0.15346419235453224,0.0004137843990938972
B,lq_emp_56,pca50,thin,848,0.154256239430145,9.485462272140754e-05
B,lq_emp_56,pca50,mid,555,0.18691337022949006,3.972348295877559e-05
B,lq_emp_56,pca50,rich,635,0.3482654366208683,-4.4044316897862146e-05
B,lq_emp_56,full,stub,174,0.15346419235453224,0.0020475671374498017
B,lq_emp_56,full,thin,848,0.154256239430145,0.00010109692173188023
B,lq_emp_56,full,mid,555,0.18691337022949006,0.00022119926723240813
B,lq_emp_56,full,rich,635,0.3482654366208683,0.0006613199629539324
B,lq_emp_61,length,thin,554,0.028433463097460088,0.000461760564385183
B,lq_emp_61,length,mid,416,0.045370654588837045,-0.0006995497449886479
B,lq_emp_61,length,rich,525,0.16748578768206013,0.008961052718187035
B,lq_emp_61,extracted_min,thin,554,0.028433463097460088,-0.0007889539160373937
B,lq_emp_61,extracted_min,mid,416,0.045370654588837045,-0.0016220091180133567
B,lq_emp_61,extracted_min,rich,525,0.16748578768206013,0.008076036694374733
B,lq_emp_61,extracted_mid,thin,554,0.028433463097460088,-0.0002873222159093247
B,lq_emp_61,extracted_mid,mid,416,0.045370654588837045,-0.005234812627225471
B,lq_emp_61,extracted_mid,rich,525,0.16748578768206013,0.017742563329907868
B,lq_emp_61,extracted_full,thin,554,0.028433463097460088,0.0006901504849183837
B,lq_emp_61,extracted_full,mid,416,0.045370654588837045,-0.0048379762712623675
B,lq_emp_61,extracted_full,rich,525,0.16748578768206013,0.010943795659897004
B,lq_emp_61,extracted_sections,thin,554,0.028433463097460088,-0.002806985842311427
B,lq_emp_61,extracted_sections,mid,416,0.045370654588837045,-0.005654868124612467
B,lq_emp_61,extracted_sections,rich,525,0.16748578768206013,0.006349784894067456
B,lq_emp_61,sections_x_tier,thin,554,0.028433463097460088,-0.0014645948124272223
B,lq_emp_61,sections_x_tier,mid,416,0.045370654588837045,-0.0017848143860138554
B,lq_emp_61,sections_x_tier,rich,525,0.16748578768206013,0.00015588686727996404
B,lq_emp_61,pca50,thin,554,0.028433463097460088,0.0007074023372077853
B,lq_emp_61,pca50,mid,416,0.045370654588837045,-0.004508333169630729
B,lq_emp_61,pca50,rich,525,0.16748578768206013,0.0013783526012738356
B,lq_emp_61,full,thin,554,0.028433463097460088,0.0012481479390182848
B,lq_emp_61,full,mid,416,0.045370654588837045,-0.004762409575389981
B,lq_emp_61,full,rich,525,0.16748578768206013,0.003729565116370237
B,lq_emp_62,length,thin,718,0.21853665616585893,0.0016366868500508058
B,lq_emp_62,length,mid,507,0.20959519395940052,-0.0008450570826875614
B,lq_emp_62,length,rich,569,0.17884446626523431,0.005994454008681371
B,lq_emp_62,extracted_min,thin,718,0.21853665616585893,0.0023277349882445675
B,lq_emp_62,extracted_min,mid,507,0.20959519395940052,-0.0032827408928529644
B,lq_emp_62,extracted_min,rich,569,0.17884446626523431,-0.000728931332683258
B,lq_emp_62,extracted_mid,thin,718,0.21853665616585893,0.001631408993842065
B,lq_emp_62,extracted_mid,mid,507,0.20959519395940052,-0.0013474870254216453
B,lq_emp_62,extracted_mid,rich,569,0.17884446626523431,0.0029741163762072587
B,lq_emp_62,extracted_full,thin,718,0.21853665616585893,8.654265827989782e-05
B,lq_emp_62,extracted_full,mid,507,0.20959519395940052,-0.00018454160298120303
B,lq_emp_62,extracted_full,rich,569,0.17884446626523431,0.00023125703111770424
B,lq_emp_62,extracted_sections,thin,718,0.21853665616585893,-9.02287902879717e-05
B,lq_emp_62,extracted_sections,mid,507,0.20959519395940052,-0.00046337022070763734
B,lq_emp_62,extracted_sections,rich,569,0.17884446626523431,0.0001938232419342878
B,lq_emp_62,sections_x_tier,thin,718,0.21853665616585893,0.0030774773942348066
B,lq_emp_62,sections_x_tier,mid,507,0.20959519395940052,-0.0016782598730056275
B,lq_emp_62,sections_x_tier,rich,569,0.17884446626523431,0.0008857745615887813
B,lq_emp_62,pca50,thin,718,0.21853665616585893,-1.794823377310184e-05
B,lq_emp_62,pca50,mid,507,0.20959519395940052,-0.000991813770940153
B,lq_emp_62,pca50,rich,569,0.17884446626523431,-0.00012804462997861865
B,lq_emp_62,full,thin,718,0.21853665616585893,-0.0003743679518516396
B,lq_emp_62,full,mid,507,0.20959519395940052,-0.0013502177180080288
B,lq_emp_62,full,rich,569,0.17884446626523431,0.0009307382454211144
B,lq_emp_71,length,stub,190,0.34102248303389016,0.0013660668952550914
B,lq_emp_71,length,thin,842,0.19277302614055136,0.00020780006772869175
B,lq_emp_71,length,mid,578,0.16439004363179266,0.00014731852521809863
B,lq_emp_71,length,rich,633,0.06045521016322786,-0.0010192930260302102
B,lq_emp_71,extracted_min,stub,190,0.34102248303389016,0.0006735673580803292
B,lq_emp_71,extracted_min,thin,842,0.19277302614055136,6.744605444519713e-05
B,lq_emp_71,extracted_min,mid,578,0.16439004363179266,-5.008280938068044e-05
B,lq_emp_71,extracted_min,rich,633,0.06045521016322786,0.00016771842026430672
B,lq_emp_71,extracted_mid,stub,190,0.34102248303389016,0.0007705933624538863
B,lq_emp_71,extracted_mid,thin,842,0.19277302614055136,0.00014417199448224505
B,lq_emp_71,extracted_mid,mid,578,0.16439004363179266,-0.00010448363476323053
B,lq_emp_71,extracted_mid,rich,633,0.06045521016322786,0.0007894696240635657
B,lq_emp_71,extracted_full,stub,190,0.34102248303389016,0.0008740112833492963
B,lq_emp_71,extracted_full,thin,842,0.19277302614055136,0.00038437699092219724
B,lq_emp_71,extracted_full,mid,578,0.16439004363179266,-0.0013284160886902763
B,lq_emp_71,extracted_full,rich,633,0.06045521016322786,0.00073631757194903
B,lq_emp_71,extracted_sections,stub,190,0.34102248303389016,3.188283608879239e-05
B,lq_emp_71,extracted_sections,thin,842,0.19277302614055136,0.001140754446347314
B,lq_emp_71,extracted_sections,mid,578,0.16439004363179266,-0.0023774068957761463
B,lq_emp_71,extracted_sections,rich,633,0.06045521016322786,0.00890536524449248
B,lq_emp_71,sections_x_tier,stub,190,0.34102248303389016,-0.0049742081302950325
B,lq_emp_71,sections_x_tier,thin,842,0.19277302614055136,0.00354436191248797
B,lq_emp_71,sections_x_tier,mid,578,0.16439004363179266,-0.002659388095057169
B,lq_emp_71,sections_x_tier,rich,633,0.06045521016322786,0.0042598420931257985
B,lq_emp_71,pca50,stub,190,0.34102248303389016,0.004643653327781716
B,lq_emp_71,pca50,thin,842,0.19277302614055136,0.0018606550643779363
B,lq_emp_71,pca50,mid,578,0.16439004363179266,0.004185343421533982
B,lq_emp_71,pca50,rich,633,0.06045521016322786,0.002868006878695817
B,lq_emp_71,full,stub,190,0.34102248303389016,0.006379444505441811
B,lq_emp_71,full,thin,842,0.19277302614055136,0.0014187075714465758
B,lq_emp_71,full,mid,578,0.16439004363179266,0.0033361553145094813
B,lq_emp_71,full,rich,633,0.06045521016322786,0.0019438270382392542
B,lq_emp_72,length,stub,203,0.06075128175846811,0.00039030699569353455
B,lq_emp_72,length,thin,895,0.1749785673422919,1.5594540790586642e-05
B,lq_emp_72,length,mid,614,0.14777128179023802,-4.261279957673558e-06
B,lq_emp_72,length,rich,657,-0.0028366218853976832,-0.00011456223941341825
B,lq_emp_72,extracted_min,stub,203,0.06075128175846811,0.011213222371566745
B,lq_emp_72,extracted_min,thin,895,0.1749785673422919,-0.00027517266246190886
B,lq_emp_72,extracted_min,mid,614,0.14777128179023802,0.00038853436060803936
B,lq_emp_72,extracted_min,rich,657,-0.0028366218853976832,-0.002360589073440167
B,lq_emp_72,extracted_mid,stub,203,0.06075128175846811,0.009351857014610832
B,lq_emp_72,extracted_mid,thin,895,0.1749785673422919,-0.00015015840517729195
B,lq_emp_72,extracted_mid,mid,614,0.14777128179023802,-0.0010915638109940673
B,lq_emp_72,extracted_mid,rich,657,-0.0028366218853976832,-0.00414423243391826
B,lq_emp_72,extracted_full,stub,203,0.06075128175846811,0.008847956390935274
B,lq_emp_72,extracted_full,thin,895,0.1749785673422919,0.011362647735326026
B,lq_emp_72,extracted_full,mid,614,0.14777128179023802,0.017345954429150323
B,lq_emp_72,extracted_full,rich,657,-0.0028366218853976832,0.032133561568258306
B,lq_emp_72,extracted_sections,stub,203,0.06075128175846811,0.01160757369190546
B,lq_emp_72,extracted_sections,thin,895,0.1749785673422919,0.020438586141451998
B,lq_emp_72,extracted_sections,mid,614,0.14777128179023802,0.023494817814935565
B,lq_emp_72,extracted_sections,rich,657,-0.0028366218853976832,0.03791753407294829
B,lq_emp_72,sections_x_tier,stub,203,0.06075128175846811,0.0656459124092752
B,lq_emp_72,sections_x_tier,thin,895,0.1749785673422919,0.0136475142582968
B,lq_emp_72,sections_x_tier,mid,614,0.14777128179023802,0.01084230675666209
B,lq_emp_72,sections_x_tier,rich,657,-0.0028366218853976832,0.030972868016944766
B,lq_emp_72,pca50,stub,203,0.06075128175846811,0.03997667477734845
B,lq_emp_72,pca50,thin,895,0.1749785673422919,-0.0002741155588718014
B,lq_emp_72,pca50,mid,614,0.14777128179023802,0.0035307395908115158
B,lq_emp_72,pca50,rich,657,-0.0028366218853976832,0.007284395935800325
B,lq_emp_72,full,stub,203,0.06075128175846811,0.02251908014725934
B,lq_emp_72,full,thin,895,0.1749785673422919,0.0028243135233215755
B,lq_emp_72,full,mid,614,0.14777128179023802,0.0014973830595028659
B,lq_emp_72,full,rich,657,-0.0028366218853976832,0.025563499461289885
B,lq_emp_81,length,stub,234,0.07942712108640237,0.0001300315966674681
B,lq_emp_81,length,thin,1012,0.1910955746056483,-4.100063710388291e-05
B,lq_emp_81,length,mid,641,0.10974217373371631,1.3728581310101795e-05
B,lq_emp_81,length,rich,692,0.3026704444317322,0.00035928232440041175
B,lq_emp_81,extracted_min,stub,234,0.07942712108640237,1.558241148869044e-05
B,lq_emp_81,extracted_min,thin,1012,0.1910955746056483,3.3858029859779037e-06
B,lq_emp_81,extracted_min,mid,641,0.10974217373371631,-2.186755260202844e-06
B,lq_emp_81,extracted_min,rich,692,0.3026704444317322,1.9873978396089953e-05
B,lq_emp_81,extracted_mid,stub,234,0.07942712108640237,1.916613426167224e-05
B,lq_emp_81,extracted_mid,thin,1012,0.1910955746056483,1.4812066011504754e-06
B,lq_emp_81,extracted_mid,mid,641,0.10974217373371631,-2.1044524219915317e-06
B,lq_emp_81,extracted_mid,rich,692,0.3026704444317322,2.0780990011570744e-05
B,lq_emp_81,extracted_full,stub,234,0.07942712108640237,1.751208851852315e-05
B,lq_emp_81,extracted_full,thin,1012,0.1910955746056483,6.523824692794555e-06
B,lq_emp_81,extracted_full,mid,641,0.10974217373371631,-7.854636422832684e-06
B,lq_emp_81,extracted_full,rich,692,0.3026704444317322,1.2992137343070809e-05
B,lq_emp_81,extracted_sections,stub,234,0.07942712108640237,1.6719600009595936e-05
B,lq_emp_81,extracted_sections,thin,1012,0.1910955746056483,8.8804354461125e-06
B,lq_emp_81,extracted_sections,mid,641,0.10974217373371631,-5.404513230500285e-06
B,lq_emp_81,extracted_sections,rich,692,0.3026704444317322,9.282634004459389e-06
B,lq_emp_81,sections_x_tier,stub,234,0.07942712108640237,0.00013889237595254844
B,lq_emp_81,sections_x_tier,thin,1012,0.1910955746056483,9.658953115665447e-06
B,lq_emp_81,sections_x_tier,mid,641,0.10974217373371631,-8.577713793034292e-06
B,lq_emp_81,sections_x_tier,rich,692,0.3026704444317322,0.00015646913082534297
B,lq_emp_81,pca50,stub,234,0.07942712108640237,-0.0002476872204403291
B,lq_emp_81,pca50,thin,1012,0.1910955746056483,0.00016450332321349403
B,lq_emp_81,pca50,mid,641,0.10974217373371631,-0.00022820807750179029
B,lq_emp_81,pca50,rich,692,0.3026704444317322,0.0001589746896958344
B,lq_emp_81,full,stub,234,0.07942712108640237,-0.002236430329735195
B,lq_emp_81,full,thin,1012,0.1910955746056483,3.3611213358097913e-06
B,lq_emp_81,full,mid,641,0.10974217373371631,0.0002562381951285442
B,lq_emp_81,full,rich,692,0.3026704444317322,0.0011198341164386783
B,lq_emp_99,length,thin,383,0.3666263176314212,0.0017257618567397826
B,lq_emp_99,length,mid,262,0.5195351958336328,0.0007689209373811234
B,lq_emp_99,length,rich,346,0.5708515329550672,0.009538942556394536
B,lq_emp_99,extracted_min,thin,383,0.3666263176314212,0.00011641306362530912
B,lq_emp_99,extracted_min,mid,262,0.5195351958336328,0.002746327563683426
B,lq_emp_99,extracted_min,rich,346,0.5708515329550672,0.003766207999529314
B,lq_emp_99,extracted_mid,thin,383,0.3666263176314212,0.0002887928211932067
B,lq_emp_99,extracted_mid,mid,262,0.5195351958336328,0.0024822975613292275
B,lq_emp_99,extracted_mid,rich,346,0.5708515329550672,0.0033726141680023858
B,lq_emp_99,extracted_full,thin,383,0.3666263176314212,0.00021424181504581252
B,lq_emp_99,extracted_full,mid,262,0.5195351958336328,0.0005015616461930827
B,lq_emp_99,extracted_full,rich,346,0.5708515329550672,0.0007996274194990161
B,lq_emp_99,extracted_sections,thin,383,0.3666263176314212,0.0005237082537780102
B,lq_emp_99,extracted_sections,mid,262,0.5195351958336328,0.001888806559758316
B,lq_emp_99,extracted_sections,rich,346,0.5708515329550672,0.001464389630539964
B,lq_emp_99,sections_x_tier,thin,383,0.3666263176314212,-7.308379953085975e-05
B,lq_emp_99,sections_x_tier,mid,262,0.5195351958336328,-8.599993344049484e-05
B,lq_emp_99,sections_x_tier,rich,346,0.5708515329550672,0.00015976918479254643
B,lq_emp_99,pca50,thin,383,0.3666263176314212,0.0059408931364024475
B,lq_emp_99,pca50,mid,262,0.5195351958336328,-0.0030119215246336983
B,lq_emp_99,pca50,rich,346,0.5708515329550672,0.004477339311830253
B,lq_emp_99,full,thin,383,0.3666263176314212,0.00806629752221244
B,lq_emp_99,full,mid,262,0.5195351958336328,-0.0024627683020098656
B,lq_emp_99,full,rich,346,0.5708515329550672,0.007158326865598363
C,unemployment_velocity,length,stub,294,0.5603884752096708,-0.0004312848838796679
C,unemployment_velocity,length,thin,1274,0.5777406767136347,-2.0937494583761485e-05
C,unemployment_velocity,length,mid,788,0.5367838123073316,-4.5620699150039634e-05
C,unemployment_velocity,length,rich,787,0.5022831360424971,-0.0008024547946134941
C,unemployment_velocity,extracted_min,stub,294,0.5603884752096708,-0.0011063818609539089
C,unemployment_velocity,extracted_min,thin,1274,0.5777406767136347,-0.0003609621060404189
C,unemployment_velocity,extracted_min,mid,788,0.5367838123073316,-0.000327161548450694
C,unemployment_velocity,extracted_min,rich,787,0.5022831360424971,-0.0009068768595483778
C,unemployment_velocity,extracted_mid,stub,294,0.5603884752096708,-0.000395570749373908
C,unemployment_velocity,extracted_mid,thin,1274,0.5777406767136347,-0.00011428452042283599
C,unemployment_velocity,extracted_mid,mid,788,0.5367838123073316,-7.030931240992189e-06
C,unemployment_velocity,extracted_mid,rich,787,0.5022831360424971,-7.13103682162819e-05
C,unemployment_velocity,extracted_full,stub,294,0.5603884752096708,-0.00032561195686697797
C,unemployment_velocity,extracted_full,thin,1274,0.5777406767136347,-0.0002539337336758818
C,unemployment_velocity,extracted_full,mid,788,0.5367838123073316,0.00027839064835744054
C,unemployment_velocity,extracted_full,rich,787,0.5022831360424971,0.0005652636073072426
C,unemployment_velocity,extracted_sections,stub,294,0.5603884752096708,-0.00042120130097544894
C,unemployment_velocity,extracted_sections,thin,1274,0.5777406767136347,3.0295393888990496e-05
C,unemployment_velocity,extracted_sections,mid,788,0.5367838123073316,1.3180108815902258e-05
C,unemployment_velocity,extracted_sections,rich,787,0.5022831360424971,-0.00014314854569019708
C,unemployment_velocity,sections_x_tier,stub,294,0.5603884752096708,-0.0003150114497985079
C,unemployment_velocity,sections_x_tier,thin,1274,0.5777406767136347,3.576739803223816e-07
C,unemployment_velocity,sections_x_tier,mid,788,0.5367838123073316,9.472803421672893e-07
C,unemployment_velocity,sections_x_tier,rich,787,0.5022831360424971,-6.749875469524991e-05
C,unemployment_velocity,pca50,stub,294,0.5603884752096708,0.0020863202762129163
C,unemployment_velocity,pca50,thin,1274,0.5777406767136347,-0.0013021493193625666
C,unemployment_velocity,pca50,mid,788,0.5367838123073316,0.0013050372597382953
C,unemployment_velocity,pca50,rich,787,0.5022831360424971,0.0009864464600430889
C,unemployment_velocity,full,stub,294,0.5603884752096708,0.002356173039694598
C,unemployment_velocity,full,thin,1274,0.5777406767136347,-0.0008380477310446777
C,unemployment_velocity,full,mid,788,0.5367838123073316,0.0016013838808761616
C,unemployment_velocity,full,rich,787,0.5022831360424971,0.0017389015769027072
C,unemployment_rate_latest,length,stub,294,0.4944767559900195,0.0024833755395058388
C,unemployment_rate_latest,length,thin,1274,0.5533811408268019,2.425624422475181e-05
C,unemployment_rate_latest,length,mid,788,0.4584200441632329,-7.985803800658609e-05
C,unemployment_rate_latest,length,rich,787,0.46731080812877723,0.004461088752833242
C,unemployment_rate_latest,extracted_min,stub,294,0.4944767559900195,0.00044499944453491036
C,unemployment_rate_latest,extracted_min,thin,1274,0.5533811408268019,0.0024441299626132285
C,unemployment_rate_latest,extracted_min,mid,788,0.4584200441632329,0.00278495379532806
C,unemployment_rate_latest,extracted_min,rich,787,0.46731080812877723,0.010656085484495703
C,unemployment_rate_latest,extracted_mid,stub,294,0.4944767559900195,0.001151724843023838
C,unemployment_rate_latest,extracted_mid,thin,1274,0.5533811408268019,0.0024411475445549335
C,unemployment_rate_latest,extracted_mid,mid,788,0.4584200441632329,0.006255193894608491
C,unemployment_rate_latest,extracted_mid,rich,787,0.46731080812877723,0.014714602404692578
C,unemployment_rate_latest,extracted_full,stub,294,0.4944767559900195,0.0018172507053335618
C,unemployment_rate_latest,extracted_full,thin,1274,0.5533811408268019,0.0024814049491599377
C,unemployment_rate_latest,extracted_full,mid,788,0.4584200441632329,0.0021267091883047096
C,unemployment_rate_latest,extracted_full,rich,787,0.46731080812877723,0.00871824663011933
C,unemployment_rate_latest,extracted_sections,stub,294,0.4944767559900195,0.0006923720506745168
C,unemployment_rate_latest,extracted_sections,thin,1274,0.5533811408268019,0.0013724020551898475
C,unemployment_rate_latest,extracted_sections,mid,788,0.4584200441632329,0.0032767696091429155
C,unemployment_rate_latest,extracted_sections,rich,787,0.46731080812877723,0.0073995414072005605
C,unemployment_rate_latest,sections_x_tier,stub,294,0.4944767559900195,-0.0005880003059762773
C,unemployment_rate_latest,sections_x_tier,thin,1274,0.5533811408268019,0.000537426367239302
C,unemployment_rate_latest,sections_x_tier,mid,788,0.4584200441632329,0.0014031434922073815
C,unemployment_rate_latest,sections_x_tier,rich,787,0.46731080812877723,0.005042647372461739
C,unemployment_rate_latest,pca50,stub,294,0.4944767559900195,0.004542530563147129
C,unemployment_rate_latest,pca50,thin,1274,0.5533811408268019,0.0013201341641324582
C,unemployment_rate_latest,pca50,mid,788,0.4584200441632329,0.002943733885538702
C,unemployment_rate_latest,pca50,rich,787,0.46731080812877723,0.006425321423789931
C,unemployment_rate_latest,full,stub,294,0.4944767559900195,0.004924010527532219
C,unemployment_rate_latest,full,thin,1274,0.5533811408268019,0.0025568290804089955
C,unemployment_rate_latest,full,mid,788,0.4584200441632329,0.003239793294087634
C,unemployment_rate_latest,full,rich,787,0.46731080812877723,0.008452484727931031
C,gdp_velocity_pct,length,stub,293,0.0782307343115426,-0.0022098462864339474
C,gdp_velocity_pct,length,thin,1260,0.14924446094547228,0.0008970769693025238
C,gdp_velocity_pct,length,mid,773,0.15805739965538812,-0.00028655335980809493
C,gdp_velocity_pct,length,rich,754,0.023131700344105388,0.006681320287112991
C,gdp_velocity_pct,extracted_min,stub,293,0.0782307343115426,-0.00043292067432754155
C,gdp_velocity_pct,extracted_min,thin,1260,0.14924446094547228,0.000677880991137747
C,gdp_velocity_pct,extracted_min,mid,773,0.15805739965538812,0.0010381836800782418
C,gdp_velocity_pct,extracted_min,rich,754,0.023131700344105388,0.0027902193245006313
C,gdp_velocity_pct,extracted_mid,stub,293,0.0782307343115426,-0.00010548498925599947
C,gdp_velocity_pct,extracted_mid,thin,1260,0.14924446094547228,1.4728096468741292e-05
C,gdp_velocity_pct,extracted_mid,mid,773,0.15805739965538812,-0.00013130859763221814
C,gdp_velocity_pct,extracted_mid,rich,754,0.023131700344105388,0.001111431795394413
C,gdp_velocity_pct,extracted_full,stub,293,0.0782307343115426,-0.00012808071685144196
C,gdp_velocity_pct,extracted_full,thin,1260,0.14924446094547228,-0.0004001167443381526
C,gdp_velocity_pct,extracted_full,mid,773,0.15805739965538812,4.338383998869766e-05
C,gdp_velocity_pct,extracted_full,rich,754,0.023131700344105388,0.004760855701448907
C,gdp_velocity_pct,extracted_sections,stub,293,0.0782307343115426,-0.00029774509883240263
C,gdp_velocity_pct,extracted_sections,thin,1260,0.14924446094547228,0.00025043551503545203
C,gdp_velocity_pct,extracted_sections,mid,773,0.15805739965538812,0.0008899302730370762
C,gdp_velocity_pct,extracted_sections,rich,754,0.023131700344105388,0.009108461726685002
C,gdp_velocity_pct,sections_x_tier,stub,293,0.0782307343115426,-0.030808668785704763
C,gdp_velocity_pct,sections_x_tier,thin,1260,0.14924446094547228,0.0004982939752299353
C,gdp_velocity_pct,sections_x_tier,mid,773,0.15805739965538812,0.0012871440897349595
C,gdp_velocity_pct,sections_x_tier,rich,754,0.023131700344105388,0.01055959487568392
C,gdp_velocity_pct,pca50,stub,293,0.0782307343115426,-0.001894972223051572
C,gdp_velocity_pct,pca50,thin,1260,0.14924446094547228,-0.0024044545874873924
C,gdp_velocity_pct,pca50,mid,773,0.15805739965538812,-0.0026842601361035667
C,gdp_velocity_pct,pca50,rich,754,0.023131700344105388,0.001131074337775484
C,gdp_velocity_pct,full,stub,293,0.0782307343115426,-0.0010095987313579746
C,gdp_velocity_pct,full,thin,1260,0.14924446094547228,0.00015419750594081183
C,gdp_velocity_pct,full,mid,773,0.15805739965538812,-0.00033705409517226226
C,gdp_velocity_pct,full,rich,754,0.023131700344105388,0.005701174907123074
D,log_total_tons,length,stub,294,0.8394657743568323,-1.8238675207449262e-05
D,log_total_tons,length,thin,1274,0.8495468886319878,-1.258613495891403e-05
D,log_total_tons,length,mid,788,0.8745039104831237,8.560679770841517e-06
D,log_total_tons,length,rich,788,0.9036080239168489,0.001096245363325754
D,log_total_tons,extracted_min,stub,294,0.8394657743568323,7.902373851509381e-06
D,log_total_tons,extracted_min,thin,1274,0.8495468886319878,0.00014698935495538468
D,log_total_tons,extracted_min,mid,788,0.8745039104831237,-0.00010099697606069657
D,log_total_tons,extracted_min,rich,788,0.9036080239168489,-0.0001986119013299703
D,log_total_tons,extracted_mid,stub,294,0.8394657743568323,0.0001265938621405338
D,log_total_tons,extracted_mid,thin,1274,0.8495468886319878,7.433878094031954e-05
