county_name,fips_code,total_tons,mean_partner_hhi,tons_quartile,unemployment_velocity,gdp_velocity_pct
"Bethel Census Area, Alaska",02050,1241.8090916,0.11047650262909581,1,0.8666666666666666,0.0061336150252826425
"Bristol Bay Borough, Alaska",02060,891.9469475999999,0.1030001038314372,1,-0.16666666666666666,-0.01108136667840789
"Chugach Census Area, Alaska",02063,1388.7742279,0.09869210282302532,1,0.43333333333333357,
"Copper River Census Area, Alaska",02066,410.7014817,0.11092946467732823,1,0.2666666666666669,
"Denali Borough, Alaska",02068,478.5220333,0.12630963253083644,1,-0.19999999999999987,0.059034989440487816
"Dillingham Census Area, Alaska",02070,1035.6657662,0.10437525904390746,1,0.6,0.02038507013349584
"Fairbanks North Star Borough, Alaska",02090,4493.5569436999995,0.14785568641143165,3,0.033333333333333215,0.012939270166406834
"Haines Borough, Alaska",02100,943.1148121,0.10558122337240619,1,0.16666666666666666,0.058903071331369614
"Hoonah-Angoon Census Area, Alaska",02105,720.8120418,0.11153025113716504,1,0.3333333333333333,0.07874552068546699
"Juneau City and Borough, Alaska",02110,3379.1008949,0.09774353415290316,2,0.09999999999999994,-0.0011027395618933877
