target,model,model_label,n,n_predictors,r2_change,withheld_pillars,reference_model,noise_share_of_change,mostly_noise,change_sd,contribution,lift_over_lagged_size,lift_over_lagged,lift_over_lagged_size_geo
bottled_gas_heating_share,lagged_size_emacro_drop_B,"lagged + size + E_macro pillars, Source B withheld",3135,82,0.0024710574233768323,B,lagged_size_emacro,1.0604080480347098,True,0.026149477563320027,-0.0031607521316183718,0.00037993521252810414,0.01379107974544147,-0.004841571009179257
bottled_gas_heating_share,lagged_size_emacro_drop_C,"lagged + size + E_macro pillars, Source C withheld",3135,118,-0.0014753732156917998,C,lagged_size_emacro,1.0604080480347098,True,0.026149477563320027,0.0007856785074502604,-0.003566495426540528,0.009844649106372838,-0.00878800164824789
bottled_gas_heating_share,lagged_size_emacro_drop_D,"lagged + size + E_macro pillars, Source D withheld",3135,107,0.0011486629937227377,D,lagged_size_emacro,1.0604080480347098,True,0.026149477563320027,-0.0018383577019642772,-0.0009424592171259905,0.012468685315787376,-0.006163965438833352
bottled_gas_heating_share,lagged_size_emacro_drop_E,"lagged + size + E_macro pillars, Source E withheld",3135,112,0.0014276961021587598,E,lagged_size_emacro,1.0604080480347098,True,0.026149477563320027,-0.002117390810400299,-0.0006634261086899684,0.012747718424223398,-0.00588493233039733
bottled_gas_heating_share,lagged_size_emacro_drop_F,"lagged + size + E_macro pillars, Source F withheld",3135,102,-0.003769026668952291,F,lagged_size_emacro,1.0604080480347098,True,0.026149477563320027,0.0030793319607107517,-0.005860148879801019,0.007550995653112347,-0.01108165510150838
fuel_oil_heating_share,fixed_effect,intercept only (= a geographic fixed effect's prediction of change),3135,1,-0.009422725966499401,,,1.5531560943640572,True,0.013722483743871106,,-0.2200506855799148,-0.21724904797316114,-0.22108071356037828
fuel_oil_heating_share,lagged,the county's own early-vintage level,3135,1,0.20782632200666173,,,1.5531560943640572,True,0.013722483743871106,,-0.002801637606753671,0.0,-0.003831665587217148
fuel_oil_heating_share,lagged_size,lagged + county size,3135,4,0.2106279596134154,,,1.5531560943640572,True,0.013722483743871106,,0.0,0.002801637606753671,-0.001030027980463477
fuel_oil_heating_share,lagged_size_geo,lagged + size + lat/lon,3135,6,0.21165798759387888,,,1.5531560943640572,True,0.013722483743871106,,0.001030027980463477,0.003831665587217148,0.0
fuel_oil_heating_share,lagged_size_emacro,lagged + size + E_macro pillars,3135,122,0.16536260531639235,,,1.5531560943640572,True,0.013722483743871106,,-0.04526535429702305,-0.04246371669026938,-0.04629538227748653
fuel_oil_heating_share,lagged_size_geo_emacro,lagged + size + lat/lon + E_macro pillars,3135,124,0.1685238741214663,,,1.5531560943640572,True,0.013722483743871106,,-0.042104085491949106,-0.039302447885195435,-0.04313411347241258
fuel_oil_heating_share,lagged_size_emacro_drop_A,"lagged + size + E_macro pillars, Source A withheld",3135,93,0.13523802921361472,A,lagged_size_emacro,1.5531560943640572,True,0.013722483743871106,0.030124576102777634,-0.07538993039980069,-0.07258829279304702,-0.07641995838026416
fuel_oil_heating_share,lagged_size_emacro_drop_B,"lagged + size + E_macro pillars, Source B withheld",3135,82,0.15402165395074552,B,lagged_size_emacro,1.5531560943640572,True,0.013722483743871106,0.011340951365646834,-0.05660630566266989,-0.053804668055916216,-0.057636333643133364
fuel_oil_heating_share,lagged_size_emacro_drop_C,"lagged + size + E_macro pillars, Source C withheld",3135,118,0.14110862771222998,C,lagged_size_emacro,1.5531560943640572,True,0.013722483743871106,0.02425397760416237,-0.06951933190118542,-0.06671769429443175,-0.0705493598816489
fuel_oil_heating_share,lagged_size_emacro_drop_D,"lagged + size + E_macro pillars, Source D withheld",3135,107,0.1741977177937224,D,lagged_size_emacro,1.5531560943640572,True,0.013722483743871106,-0.008835112477330043,-0.03643024181969301,-0.03362860421293934,-0.03746026980015649
fuel_oil_heating_share,lagged_size_emacro_drop_E,"lagged + size + E_macro pillars, Source E withheld",3135,112,0.14001732936930078,E,lagged_size_emacro,1.5531560943640572,True,0.013722483743871106,0.025345275947091572,-0.07061063024411462,-0.06780899263736095,-0.0716406582245781
fuel_oil_heating_share,lagged_size_emacro_drop_F,"lagged + size + E_macro pillars, Source F withheld",3135,102,0.1409326391892749,F,lagged_size_emacro,1.5531560943640572,True,0.013722483743871106,0.024429966127117453,-0.0696953204241405,-0.06689368281738683,-0.07072534840460398
no_fuel_used_share,fixed_effect,intercept only (= a geographic fixed effect's prediction of change),3135,1,-0.001450386554424865,,,4.146635771242955,True,0.006054442722787965,,-0.17855876508168234,-0.3849744890081712,-0.20042558155114854
no_fuel_used_share,lagged,the county's own early-vintage level,3135,1,0.38352410245374635,,,4.146635771242955,True,0.006054442722787965,,0.20641572392648888,0.0,0.18454890745702268
no_fuel_used_share,lagged_size,lagged + county size,3135,4,0.17710837852725747,,,4.146635771242955,True,0.006054442722787965,,0.0,-0.20641572392648888,-0.0218668164694662
no_fuel_used_share,lagged_size_geo,lagged + size + lat/lon,3135,6,0.19897519499672367,,,4.146635771242955,True,0.006054442722787965,,0.0218668164694662,-0.18454890745702268,0.0
no_fuel_used_share,lagged_size_emacro,lagged + size + E_macro pillars,3135,122,0.2769212821393622,,,4.146635771242955,True,0.006054442722787965,,0.09981290361210471,-0.10660282031438417,0.07794608714263851
no_fuel_used_share,lagged_size_geo_emacro,lagged + size + lat/lon + E_macro pillars,3135,124,0.263754126654276,,,4.146635771242955,True,0.006054442722787965,,0.08664574812701853,-0.11976997579947035,0.06477893165755233
no_fuel_used_share,lagged_size_emacro_drop_A,"lagged + size + E_macro pillars, Source A withheld",3135,93,0.286076883387244,A,lagged_size_emacro,4.146635771242955,True,0.006054442722787965,-0.00915560124788184,0.10896850485998655,-0.09744721906650233,0.08710168839052035
no_fuel_used_share,lagged_size_emacro_drop_B,"lagged + size + E_macro pillars, Source B withheld",3135,82,0.27353387618100433,B,lagged_size_emacro,4.146635771242955,True,0.006054442722787965,0.0033874059583578475,0.09642549765374686,-0.10999022627274202,0.07455868118428066
no_fuel_used_share,lagged_size_emacro_drop_C,"lagged + size + E_macro pillars, Source C withheld",3135,118,0.2911509739085223,C,lagged_size_emacro,4.146635771242955,True,0.006054442722787965,-0.014229691769160113,0.11404259538126482,-0.09237312854522406,0.09217577891179862
no_fuel_used_share,lagged_size_emacro_drop_D,"lagged + size + E_macro pillars, Source D withheld",3135,107,0.28362065045206,D,lagged_size_emacro,4.146635771242955,True,0.006054442722787965,-0.006699368312697795,0.1065122719248025,-0.09990345200168638,0.0846454554553363
no_fuel_used_share,lagged_size_emacro_drop_E,"lagged + size + E_macro pillars, Source E withheld",3135,112,0.2771954306325147,E,lagged_size_emacro,4.146635771242955,True,0.006054442722787965,-0.0002741484931525484,0.10008705210525726,-0.10632867182123162,0.07822023563579106
no_fuel_used_share,lagged_size_emacro_drop_F,"lagged + size + E_macro pillars, Source F withheld",3135,102,0.272950068068869,F,lagged_size_emacro,4.146635771242955,True,0.006054442722787965,0.0039712140704931675,0.09584168954161154,-0.11057403438487734,0.07397487307214534
drove_alone_share,fixed_effect,intercept only (= a geographic fixed effect's prediction of change),3135,1,-0.0009082252353307396,,,0.8964424930068264,True,0.03849027593121747,,-0.14401537352307303,-0.027079651601459864,-0.1414460898307912
drove_alone_share,lagged,the county's own early-vintage level,3135,1,0.026171426366129125,,,0.8964424930068264,True,0.03849027593121747,,-0.11693572192161317,0.0,-0.11436643822933135
